,DEPTH,VP_FRMB,VS_FRMB,RHO_FRMB,PHIE,VSH,VP_FRMO,VS_FRMO,RHO_FRMO
16765,2121.75,2504.5576,1220.9338,2.2701,0.2305,0.759,2504.5576,1220.9338,2.2701
16766,2121.875,2471.1545,1184.8094,2.2687,0.2314,0.7389,2471.1545,1184.8094,2.2687
16767,2122.0,2434.0881,1112.8628,2.2659,0.2331,0.7171,2434.0881,1112.8628,2.2659
16768,2122.125,2406.2253,1055.0562,2.2558,0.2394,0.709,2406.2253,1055.0562,2.2558
16769,2122.25,2397.4053,1028.1371,2.2472,0.2448,0.7049,2397.4053,1028.1371,2.2472
16770,2122.375,2397.0425,1021.6635,2.2539,0.2406,0.6856,2397.0425,1021.6635,2.2539
16771,2122.5,2400.884,1019.5048,2.2561,0.2393,0.6655,2400.884,1019.5048,2.2561
16772,2122.625,2418.5012,1031.3485,2.2461,0.2455,0.6966,2418.5012,1031.3485,2.2461
16773,2122.75,2444.8386,1057.0741,2.2439,0.2468,0.7442,2444.8386,1057.0741,2.2439
16774,2122.875,2475.7959,1075.8187,2.2539,0.2406,0.7671,2475.7959,1075.8187,2.2539
16775,2123.0,2501.5503,1082.6948,2.2556,0.2396,0.7777,2501.5503,1082.6948,2.2556
16776,2123.125,2502.5537,1084.5886,2.2579,0.2381,0.7635,2502.5537,1084.5886,2.2579
16777,2123.25,2497.4187,1083.541,2.2762,0.2267,0.7527,2497.4187,1083.541,2.2762
16778,2123.375,2492.718,1083.1467,2.2844,0.2216,0.7575,2492.718,1083.1467,2.2844
16779,2123.5,2493.7219,1085.3208,2.2887,0.2189,0.7869,2493.7219,1085.3208,2.2887
16780,2123.625,2499.3899,1090.39,2.2905,0.2178,0.8189,2499.3899,1090.39,2.2905
16781,2123.75,2500.5835,1086.0664,2.2901,0.2181,0.8237,2500.5835,1086.0664,2.2901
16782,2123.875,2495.3354,1069.2408,2.2886,0.219,0.8006,2495.3354,1069.2408,2.2886
16783,2124.0,2485.2847,1055.5339,2.2882,0.2193,0.8178,2485.2847,1055.5339,2.2882
16784,2124.125,2474.7454,1042.1742,2.2895,0.2184,0.8737,2474.7454,1042.1742,2.2895
16785,2124.25,2469.7244,1037.1259,2.2918,0.217,0.9095,2469.7244,1037.1259,2.2918
16786,2124.375,2469.1135,1036.7573,2.2941,0.2156,0.9296,2469.1135,1036.7573,2.2941
16787,2124.5,2458.387,1030.662,2.2956,0.2146,0.9569,2458.387,1030.662,2.2956
16788,2124.625,2437.019,1020.9915,2.2966,0.214,0.9805,2437.019,1020.9915,2.2966
16789,2124.75,2420.8218,1014.0076,2.2969,0.2138,0.99,2420.8218,1014.0076,2.2969
16790,2124.875,2407.8311,1001.0069,2.288,0.2194,0.9733,2407.8311,1001.0069,2.288
16791,2125.0,2392.5051,994.6655,2.2658,0.2332,0.9291,2392.5051,994.6655,2.2658
16792,2125.125,2374.8157,996.0023,2.2495,0.2434,0.8989,2374.8157,996.0023,2.2495
16793,2125.25,2350.5671,978.203,2.2457,0.2457,0.9091,2350.5671,978.203,2.2457
16794,2125.375,2327.0488,939.2911,2.247,0.2435,0.9531,2327.0488,939.2911,2.247
16795,2125.5,2307.5403,919.4122,2.2483,0.2404,0.99,2307.5403,919.4122,2.2483
16796,2125.625,2298.2437,906.2128,2.2485,0.2406,0.99,2298.2437,906.2128,2.2485
16797,2125.75,2302.8259,894.9167,2.2495,0.2407,0.99,2302.8259,894.9167,2.2495
16798,2125.875,2302.8447,888.2691,2.2488,0.2408,0.99,2302.8447,888.2691,2.2488
16799,2126.0,2285.2336,885.3201,2.2452,0.241,0.99,2285.2336,885.3201,2.2452
16800,2126.125,2268.4309,874.051,2.2411,0.2411,0.99,2268.4309,874.051,2.2411
16801,2126.25,2249.7458,858.4264,2.2331,0.2412,0.99,2249.7458,858.4264,2.2331
16802,2126.375,2231.5825,847.6481,2.2146,0.2547,0.9277,2231.5825,847.6481,2.2146
16803,2126.5,2218.7473,834.6567,2.1882,0.2816,0.778,2218.7473,834.6567,2.1882
16804,2126.625,2212.8218,816.313,2.1735,0.2907,0.6994,2212.8218,816.313,2.1735
16805,2126.75,2226.4011,805.593,2.1778,0.288,0.7317,2226.4011,805.593,2.1778
16806,2126.875,2228.0117,806.2595,2.1828,0.2849,0.7665,2228.0117,806.2595,2.1828
16807,2127.0,2214.5332,807.1129,2.1812,0.2859,0.7635,2214.5332,807.1129,2.1812
16808,2127.125,2208.2756,795.1232,2.1804,0.2864,0.7658,2208.2756,795.1232,2.1804
16809,2127.25,2216.4463,790.2849,2.1836,0.2844,0.7698,2216.4463,790.2849,2.1836
16810,2127.375,2233.1204,807.1776,2.1896,0.2807,0.7933,2233.1204,807.1776,2.1896
16811,2127.5,2259.0471,817.07,2.1924,0.2789,0.7766,2259.0471,817.07,2.1924
16812,2127.625,2280.0378,818.9791,2.1861,0.2829,0.7114,2280.0378,818.9791,2.1861
16813,2127.75,2278.772,822.4113,2.1761,0.2891,0.6485,2278.772,822.4113,2.1761
16814,2127.875,2266.8413,837.0582,2.1768,0.2887,0.6608,2266.8413,837.0582,2.1768
16815,2128.0,2270.3669,852.8757,2.19,0.2804,0.7476,2270.3669,852.8757,2.19
16816,2128.125,2278.2195,853.616,2.204,0.2717,0.8136,2278.2195,853.616,2.204
16817,2128.25,2292.9355,850.9924,2.2106,0.2676,0.8272,2292.9355,850.9924,2.2106
16818,2128.375,2307.9338,846.8723,2.206,0.2704,0.7879,2307.9338,846.8723,2.206
16819,2128.5,2303.6401,844.5718,2.1911,0.2797,0.704,2303.6401,844.5718,2.1911
16820,2128.625,2268.1477,837.6717,2.1738,0.2905,0.6611,2268.1477,837.6717,2.1738
16821,2128.75,2223.2314,835.9846,2.1574,0.3007,0.6486,2223.2314,835.9846,2.1574
16822,2128.875,2201.1526,848.9543,2.1435,0.3094,0.6141,2201.1526,848.9543,2.1435
16823,2129.0,2225.895,852.4404,2.1358,0.3142,0.5295,2225.895,852.4404,2.1358
16824,2129.125,2262.1694,857.4183,2.1296,0.3181,0.4503,2262.1694,857.4183,2.1296
16825,2129.25,2281.415,857.1021,2.1283,0.3188,0.4195,2281.415,857.1021,2.1283
16826,2129.375,2327.6382,842.0956,2.1407,0.3112,0.4184,2327.6382,842.0956,2.1407
16827,2129.5,2371.4995,838.4282,2.163,0.2972,0.4871,2371.4995,838.4282,2.163
16828,2129.625,2373.3159,868.3991,2.186,0.2829,0.6056,2373.3159,868.3991,2.186
16829,2129.75,2364.6257,876.1458,2.2084,0.2689,0.7326,2364.6257,876.1458,2.2084
16830,2129.875,2357.6431,855.8292,2.2225,0.2602,0.8214,2357.6431,855.8292,2.2225
16831,2130.0,2336.3655,838.3289,2.2216,0.2607,0.826,2336.3655,838.3289,2.2216
16832,2130.125,2316.177,838.0349,2.2151,0.2648,0.7974,2316.177,838.0349,2.2151
16833,2130.25,2300.1685,834.1577,2.2141,0.2654,0.8246,2300.1685,834.1577,2.2141
16834,2130.375,2304.1313,828.4269,2.2203,0.2616,0.8542,2304.1313,828.4269,2.2203
16835,2130.5,2323.3477,836.5935,2.2276,0.257,0.86,2323.3477,836.5935,2.2276
16836,2130.625,2333.751,851.446,2.2319,0.2543,0.8778,2333.751,851.446,2.2319
16837,2130.75,2325.1116,864.394,2.2311,0.2548,0.8824,2325.1116,864.394,2.2311
16838,2130.875,2320.8008,870.1975,2.228,0.2567,0.8639,2320.8008,870.1975,2.228
16839,2131.0,2327.0059,870.4028,2.2281,0.2567,0.8531,2327.0059,870.4028,2.2281
16840,2131.125,2332.5574,870.4196,2.2321,0.2542,0.8687,2332.5574,870.4196,2.2321
16841,2131.25,2330.4893,866.0601,2.2359,0.2518,0.899,2330.4893,866.0601,2.2359
16842,2131.375,2305.1926,851.7705,2.2346,0.2526,0.9259,2305.1926,851.7705,2.2346
16843,2131.5,2271.5229,851.0598,2.2309,0.2549,0.9371,2271.5229,851.0598,2.2309
16844,2131.625,2277.3535,866.8231,2.23,0.2555,0.9294,2277.3535,866.8231,2.23
16845,2131.75,2286.7842,860.4022,2.2295,0.2558,0.912,2286.7842,860.4022,2.2295
16846,2131.875,2295.8118,861.5892,2.2306,0.2551,0.9019,2295.8118,861.5892,2.2306
16847,2132.0,2307.6482,868.7814,2.2363,0.2516,0.9157,2307.6482,868.7814,2.2363
16848,2132.125,2313.3496,864.6671,2.2444,0.2465,0.9588,2313.3496,864.6671,2.2444
16849,2132.25,2311.8796,856.8508,2.2499,0.2431,0.99,2311.8796,856.8508,2.2499
16850,2132.375,2314.4326,880.113,2.2521,0.2417,0.99,2314.4326,880.113,2.2521
16851,2132.5,2321.1294,916.6257,2.2538,0.2406,0.99,2321.1294,916.6257,2.2538
16852,2132.625,2328.0386,924.201,2.255,0.2399,0.99,2328.0386,924.201,2.255
16853,2132.75,2323.1914,903.5525,2.2534,0.2409,0.99,2323.1914,903.5525,2.2534
16854,2132.875,2310.5513,881.4716,2.25,0.243,0.9849,2310.5513,881.4716,2.25
16855,2133.0,2306.3079,870.8694,2.2435,0.2471,0.9668,2306.3079,870.8694,2.2435
16856,2133.125,2297.1135,862.062,2.2306,0.2551,0.9181,2297.1135,862.062,2.2306
16857,2133.25,2298.7366,859.4239,2.214,0.2654,0.8231,2298.7366,859.4239,2.214
16858,2133.375,2296.4956,856.009,2.198,0.2754,0.7388,2296.4956,856.009,2.198
16859,2133.5,2275.3989,852.2087,2.1896,0.2806,0.7165,2275.3989,852.2087,2.1896
16860,2133.625,2268.6206,841.3198,2.1952,0.2772,0.7556,2268.6206,841.3198,2.1952
16861,2133.75,2274.0332,832.031,2.2115,0.267,0.8439,2274.0332,832.031,2.2115
16862,2133.875,2283.9111,842.5856,2.2291,0.256,0.9219,2283.9111,842.5856,2.2291
16863,2134.0,2293.1179,851.7401,2.2414,0.2484,0.9713,2293.1179,851.7401,2.2414
16864,2134.125,2301.2334,864.8338,2.2474,0.2446,0.99,2301.2334,864.8338,2.2474
16865,2134.25,2314.0955,875.311,2.2479,0.2443,0.9756,2314.0955,875.311,2.2479
16866,2134.375,2330.6682,881.4202,2.2449,0.2462,0.9333,2330.6682,881.4202,2.2449
16867,2134.5,2343.2271,892.562,2.2437,0.247,0.9062,2343.2271,892.562,2.2437
16868,2134.625,2360.0234,911.7255,2.2483,0.244,0.9193,2360.0234,911.7255,2.2483
16869,2134.75,2380.5662,945.8619,2.2549,0.24,0.9308,2380.5662,945.8619,2.2549
16870,2134.875,2393.2229,964.5279,2.2597,0.237,0.9349,2393.2229,964.5279,2.2597
16871,2135.0,2393.8923,960.3961,2.2643,0.2341,0.9551,2393.8923,960.3961,2.2643
16872,2135.125,2388.3508,956.1904,2.2674,0.2321,0.9845,2388.3508,956.1904,2.2674
16873,2135.25,2378.5146,953.8273,2.2674,0.2322,0.99,2378.5146,953.8273,2.2674
16874,2135.375,2376.7708,944.1089,2.2672,0.2323,0.99,2376.7708,944.1089,2.2672
16875,2135.5,2378.6143,926.4006,2.2672,0.2323,0.99,2378.6143,926.4006,2.2672
16876,2135.625,2373.1833,913.5604,2.2665,0.2327,0.99,2373.1833,913.5604,2.2665
16877,2135.75,2373.9761,913.2144,2.2667,0.2326,0.99,2373.9761,913.2144,2.2667
16878,2135.875,2380.5972,917.0128,2.2681,0.2318,0.99,2380.5972,917.0128,2.2681
16879,2136.0,2384.2925,927.6982,2.2684,0.2315,0.99,2384.2925,927.6982,2.2684
16880,2136.125,2381.0447,950.1826,2.2652,0.2336,0.982,2381.0447,950.1826,2.2652
16881,2136.25,2366.5884,957.688,2.2576,0.2383,0.958,2366.5884,957.688,2.2576
16882,2136.375,2362.4705,964.0537,2.2483,0.2441,0.9176,2362.4705,964.0537,2.2483
16883,2136.5,2391.6877,987.5793,2.2373,0.2509,0.8401,2391.6877,987.5793,2.2373
16884,2136.625,2415.1553,1009.1116,2.2202,0.2616,0.7262,2415.1553,1009.1116,2.2202
16885,2136.75,2433.9751,1027.4805,2.1992,0.2747,0.6006,2433.9751,1027.4805,2.1992
16886,2136.875,2447.4172,1029.8989,2.1847,0.2837,0.4897,2447.4172,1029.8989,2.1847
16887,2137.0,2449.5181,1008.1912,2.1876,0.2819,0.5135,2449.5181,1008.1912,2.1876
16888,2137.125,2448.4312,977.7504,2.2015,0.2732,0.616,2448.4312,977.7504,2.2015
16889,2137.25,2453.3862,952.9871,2.2157,0.2644,0.6448,2453.3862,952.9871,2.2157
16890,2137.375,2456.6223,934.3448,2.2288,0.2562,0.7378,2456.6223,934.3448,2.2288
16891,2137.5,2449.5627,933.8769,2.2344,0.2527,0.7604,2449.5627,933.8769,2.2344
16892,2137.625,2440.709,932.546,2.238,0.2505,0.7547,2440.709,932.546,2.238
16893,2137.75,2441.7617,915.2202,2.2501,0.243,0.8428,2441.7617,915.2202,2.2501
16894,2137.875,2428.4946,895.5197,2.2609,0.2362,0.9113,2428.4946,895.5197,2.2609
16895,2138.0,2392.521,892.4261,2.2629,0.235,0.9515,2392.521,892.4261,2.2629
16896,2138.125,2359.5576,876.4919,2.2603,0.2366,0.99,2359.5576,876.4919,2.2603
16897,2138.25,2335.2844,855.1737,2.2503,0.2428,0.9733,2335.2844,855.1737,2.2503
16898,2138.375,2315.8284,881.1819,2.2265,0.2577,0.8868,2315.8284,881.1819,2.2265
16899,2138.5,2300.1187,930.4191,2.1903,0.2802,0.7075,2300.1187,930.4191,2.1903
16900,2138.625,2289.4563,942.793,2.1583,0.3002,0.5366,2289.4563,942.793,2.1583
16901,2138.75,2300.3909,958.016,2.1509,0.3048,0.4893,2300.3909,958.016,2.1509
16902,2138.875,2333.6746,980.9907,2.1689,0.2936,0.5596,2333.6746,980.9907,2.1689
16903,2139.0,2364.1177,967.6578,2.1926,0.2787,0.6681,2364.1177,967.6578,2.1926
16904,2139.125,2366.6812,959.0998,2.2063,0.2702,0.7208,2366.6812,959.0998,2.2063
16905,2139.25,2365.2273,971.6952,2.2126,0.2663,0.7386,2365.2273,971.6952,2.2126
16906,2139.375,2375.02,971.3645,2.2208,0.2612,0.7662,2375.02,971.3645,2.2208
16907,2139.5,2381.6135,960.0176,2.2318,0.2543,0.8132,2381.6135,960.0176,2.2318
16908,2139.625,2384.7161,952.6198,2.2437,0.247,0.8719,2384.7161,952.6198,2.2437
16909,2139.75,2388.2625,952.676,2.2512,0.2423,0.9183,2388.2625,952.676,2.2512
16910,2139.875,2392.2891,953.7397,2.248,0.2443,0.8932,2392.2891,953.7397,2.248
16911,2140.0,2389.3047,949.0774,2.2356,0.2519,0.8195,2389.3047,949.0774,2.2356
16912,2140.125,2369.8931,943.6895,2.2218,0.2606,0.7713,2369.8931,943.6895,2.2218
16913,2140.25,2346.4421,945.2315,2.2127,0.2662,0.7601,2346.4421,945.2315,2.2127
16914,2140.375,2326.8552,948.0789,2.2066,0.2701,0.763,2326.8552,948.0789,2.2066
16915,2140.5,2314.4854,937.8636,2.1959,0.2767,0.7351,2314.4854,937.8636,2.1959
16916,2140.625,2314.3916,922.7382,2.1773,0.2883,0.6362,2314.3916,922.7382,2.1773
16917,2140.75,2322.2239,904.293,2.156,0.3016,0.509,2322.2239,904.293,2.156
16918,2140.875,2327.7791,875.9375,2.1421,0.3102,0.4251,2327.7791,875.9375,2.1421
16919,2141.0,2334.4683,877.8304,2.1434,0.3094,0.4263,2334.4683,877.8304,2.1434
16920,2141.125,2341.8423,910.532,2.1591,0.2996,0.5047,2341.8423,910.532,2.1591
16921,2141.25,2359.844,934.5224,2.1801,0.2866,0.6047,2359.844,934.5224,2.1801
16922,2141.375,2384.6338,958.7487,2.1915,0.2794,0.6417,2384.6338,958.7487,2.1915
16923,2141.5,2383.7825,1009.7706,2.1851,0.2834,0.5993,2383.7825,1009.7706,2.1851
16924,2141.625,2405.5022,1021.6056,2.1754,0.2895,0.5121,2405.5022,1021.6056,2.1754
16925,2141.75,2470.3599,1022.8361,2.1829,0.2848,0.4483,2470.3599,1022.8361,2.1829
16926,2141.875,2536.3794,1025.1354,2.2119,0.2667,0.5494,2536.3794,1025.1354,2.2119
16927,2142.0,2508.9983,1038.4283,2.2357,0.2519,0.7407,2508.9983,1038.4283,2.2357
16928,2142.125,2433.9592,1030.6055,2.2312,0.2547,0.7865,2433.9592,1030.6055,2.2312
16929,2142.25,2421.3586,980.5529,2.2055,0.2707,0.6989,2421.3586,980.5529,2.2055
16930,2142.375,2416.252,954.6136,2.1562,0.3014,0.4216,2416.252,954.6136,2.1562
16931,2142.5,2375.8271,952.7863,2.0993,0.3369,0.1426,2375.8271,952.7863,2.0993
16932,2142.625,2333.4185,958.1101,2.0679,0.3565,0.0482,2333.4185,958.1101,2.0679
16933,2142.75,2333.8918,954.9493,2.0701,0.3551,0.0685,2333.8918,954.9493,2.0701
16934,2142.875,2354.2073,965.3724,2.0959,0.339,0.1938,2354.2073,965.3724,2.0959
16935,2143.0,2388.98,1006.7141,2.1319,0.3166,0.3309,2388.98,1006.7141,2.1319
16936,2143.125,2434.9001,1023.4669,2.172,0.2916,0.4669,2434.9001,1023.4669,2.172
16937,2143.25,2481.4375,1015.0091,2.2097,0.2681,0.6279,2481.4375,1015.0091,2.2097
16938,2143.375,2501.1831,999.4297,2.2293,0.2559,0.7029,2501.1831,999.4297,2.2293
16939,2143.5,2500.5588,986.0313,2.2288,0.2562,0.6792,2500.5588,986.0313,2.2288
16940,2143.625,2520.5327,969.9702,2.2246,0.2588,0.6283,2520.5327,969.9702,2.2246
16941,2143.75,2533.8523,951.6436,2.223,0.2598,0.6023,2533.8523,951.6436,2.223
16942,2143.875,2514.0564,935.8304,2.222,0.2604,0.6195,2514.0564,935.8304,2.222
16943,2144.0,2477.5574,941.2309,2.2243,0.259,0.6707,2477.5574,941.2309,2.2243
16944,2144.125,2452.0706,958.9241,2.2282,0.2566,0.7301,2452.0706,958.9241,2.2282
16945,2144.25,2415.8145,958.6999,2.2251,0.2585,0.759,2415.8145,958.6999,2.2251
16946,2144.375,2378.7183,961.3881,2.2101,0.2678,0.7319,2378.7183,961.3881,2.2101
16947,2144.5,2356.4917,1008.6673,2.1875,0.2819,0.6353,2356.4917,1008.6673,2.1875
16948,2144.625,2372.7759,1052.2352,2.1707,0.2924,0.5107,2372.7759,1052.2352,2.1707
16949,2144.75,2419.3457,1045.8936,2.1704,0.2926,0.4676,2419.3457,1045.8936,2.1704
16950,2144.875,2442.8582,1003.7734,2.1778,0.288,0.4964,2442.8582,1003.7734,2.1778
16951,2145.0,2445.2207,980.0505,2.1778,0.2879,0.5039,2445.2207,980.0505,2.1778
16952,2145.125,2445.0166,978.4007,2.1671,0.2946,0.4488,2445.0166,978.4007,2.1671
16953,2145.25,2438.9565,981.3535,2.1523,0.3039,0.3581,2438.9565,981.3535,2.1523
16954,2145.375,2419.7551,980.9026,2.1496,0.3056,0.3435,2419.7551,980.9026,2.1496
16955,2145.5,2408.6902,971.7269,2.1732,0.2909,0.4839,2408.6902,971.7269,2.1732
16956,2145.625,2429.0615,966.2173,2.2169,0.2636,0.7069,2429.0615,966.2173,2.2169
16957,2145.75,2461.2683,975.8018,2.2575,0.2383,0.8788,2461.2683,975.8018,2.2575
16958,2145.875,2498.605,990.1935,2.2814,0.2234,0.9341,2498.605,990.1935,2.2814
16959,2146.0,2537.1255,1020.2085,2.2931,0.2161,0.9427,2537.1255,1020.2085,2.2931
16960,2146.125,2565.04,1054.459,2.2969,0.2138,0.9333,2565.04,1054.459,2.2969
16961,2146.25,2571.926,1070.6321,2.2931,0.2161,0.9004,2571.926,1070.6321,2.2931
16962,2146.375,2572.791,1074.3967,2.2869,0.22,0.8643,2572.791,1074.3967,2.2869
16963,2146.5,2568.5439,1091.5137,2.2823,0.2228,0.8513,2568.5439,1091.5137,2.2823
16964,2146.625,2545.8523,1101.5219,2.2762,0.2266,0.8491,2545.8523,1101.5219,2.2762
16965,2146.75,2512.8674,1106.4841,2.2681,0.2317,0.8439,2512.8674,1106.4841,2.2681
16966,2146.875,2492.8784,1114.7133,2.2609,0.2362,0.8342,2492.8784,1114.7133,2.2609
16967,2147.0,2484.8022,1111.8848,2.2534,0.2408,0.8138,2484.8022,1111.8848,2.2534
16968,2147.125,2482.9072,1078.8518,2.2448,0.2463,0.7624,2482.9072,1078.8518,2.2448
16969,2147.25,2484.2607,1042.5288,2.2423,0.2478,0.7295,2484.2607,1042.5288,2.2423
16970,2147.375,2479.3374,1019.3553,2.2532,0.241,0.7967,2479.3374,1019.3553,2.2532
16971,2147.5,2486.2634,1008.5715,2.2739,0.2281,0.9123,2486.2634,1008.5715,2.2739
16972,2147.625,2516.8633,1006.4881,2.2915,0.2171,0.9655,2516.8633,1006.4881,2.2915
16973,2147.75,2531.0417,1017.4243,2.2978,0.2132,0.9643,2531.0417,1017.4243,2.2978
16974,2147.875,2537.0527,1037.4601,2.2952,0.2148,0.9589,2537.0527,1037.4601,2.2952
16975,2148.0,2529.106,1040.8591,2.282,0.223,0.9043,2529.106,1040.8591,2.282
16976,2148.125,2510.9836,1034.2765,2.2633,0.2347,0.8039,2510.9836,1034.2765,2.2633
16977,2148.25,2486.4297,1027.6206,2.2519,0.2418,0.7885,2486.4297,1027.6206,2.2519
16978,2148.375,2465.7117,1024.1844,2.2481,0.2441,0.8113,2465.7117,1024.1844,2.2481
16979,2148.5,2457.741,1025.6849,2.2464,0.2452,0.7967,2457.741,1025.6849,2.2464
16980,2148.625,2437.0637,1038.2408,2.2444,0.2465,0.8095,2437.0637,1038.2408,2.2444
16981,2148.75,2435.0957,1050.7761,2.2466,0.2451,0.8335,2435.0957,1050.7761,2.2466
16982,2148.875,2493.2563,1047.5684,2.2582,0.2378,0.8144,2493.2563,1047.5684,2.2582
16983,2149.0,2569.2405,1037.0051,2.2751,0.2273,0.81,2569.2405,1037.0051,2.2751
16984,2149.125,2582.0972,1041.9165,2.2845,0.2215,0.8542,2582.0972,1041.9165,2.2845
16985,2149.25,2591.188,1042.1316,2.2824,0.2228,0.8569,2591.188,1042.1316,2.2824
16986,2149.375,2599.1624,999.894,2.2713,0.2297,0.7573,2599.1624,999.894,2.2713
16987,2149.5,2586.5916,963.1595,2.2574,0.2384,0.7131,2586.5916,963.1595,2.2574
16988,2149.625,2522.5298,945.9521,2.2377,0.2506,0.7045,2522.5298,945.9521,2.2377
16989,2149.75,2427.4243,942.8422,2.2084,0.2689,0.6515,2427.4243,942.8422,2.2084
16990,2149.875,2370.9365,940.1443,2.1804,0.2864,0.6004,2370.9365,940.1443,2.1804
16991,2150.0,2357.9878,937.5414,2.1527,0.3036,0.4894,2357.9878,937.5414,2.1527
16992,2150.125,2365.937,948.8489,2.12,0.3239,0.2839,2365.937,948.8489,2.12
16993,2150.25,2377.1326,976.2223,2.1003,0.3362,0.1411,2377.1326,976.2223,2.1003
16994,2150.375,2415.3037,1002.2407,2.1178,0.3253,0.1971,2415.3037,1002.2407,2.1178
16995,2150.5,2502.0881,1011.6925,2.1738,0.2904,0.3947,2502.0881,1011.6925,2.1738
16996,2150.625,2576.0789,1000.5714,2.2414,0.2483,0.6627,2576.0789,1000.5714,2.2414
16997,2150.75,2607.9038,969.7652,2.2901,0.218,0.8809,2607.9038,969.7652,2.2901
16998,2150.875,2594.3818,935.9171,2.307,0.2075,0.9639,2594.3818,935.9171,2.307
16999,2151.0,2533.8276,913.2773,2.2928,0.2163,0.9648,2533.8276,913.2773,2.2928
17000,2151.125,2457.1111,903.9099,2.2491,0.2435,0.8612,2457.1111,903.9099,2.2491
17001,2151.25,2429.8789,910.2204,2.186,0.2828,0.5639,2429.8789,910.2204,2.186
17002,2151.375,2443.7664,929.3893,2.1259,0.3203,0.2119,2443.7664,929.3893,2.1259
17003,2151.5,2472.0378,952.3217,2.0922,0.3413,0.0046,2472.0378,952.3217,2.0922
17004,2151.625,2485.9226,989.7484,2.0932,0.3407,0.0132,2485.9226,989.7484,2.0932
17005,2151.75,2504.79,1028.2239,2.1312,0.317,0.1574,2504.79,1028.2239,2.1312
17006,2151.875,2558.5242,1054.2783,2.2031,0.2722,0.495,2558.5242,1054.2783,2.2031
17007,2152.0,2592.7507,1070.2544,2.272,0.2292,0.8217,2592.7507,1070.2544,2.272
17008,2152.125,2602.458,1082.8508,2.3043,0.2091,0.9637,2602.458,1082.8508,2.3043
17009,2152.25,2592.3435,1086.2107,2.3038,0.2094,0.9288,2592.3435,1086.2107,2.3038
17010,2152.375,2565.7678,1085.2404,2.29,0.2181,0.8955,2565.7678,1085.2404,2.29
17011,2152.5,2530.7324,1084.6084,2.2727,0.2289,0.8472,2530.7324,1084.6084,2.2727
17012,2152.625,2509.6917,1066.8826,2.2604,0.2365,0.7983,2509.6917,1066.8826,2.2604
17013,2152.75,2504.0237,1024.064,2.2601,0.2367,0.8113,2504.0237,1024.064,2.2601
17014,2152.875,2490.6167,994.2394,2.2643,0.2341,0.851,2490.6167,994.2394,2.2643
17015,2153.0,2464.1245,981.6512,2.2628,0.235,0.8857,2464.1245,981.6512,2.2628
17016,2153.125,2425.7124,970.9857,2.2474,0.2446,0.8668,2425.7124,970.9857,2.2474
17017,2153.25,2388.345,965.929,2.2177,0.2631,0.744,2388.345,965.929,2.2177
17018,2153.375,2371.6416,967.8744,2.1874,0.282,0.6121,2371.6416,967.8744,2.1874
17019,2153.5,2372.697,979.083,2.1644,0.2963,0.501,2372.697,979.083,2.1644
17020,2153.625,2401.5669,1017.012,2.1508,0.3048,0.4032,2401.5669,1017.012,2.1508
17021,2153.75,2453.6399,1059.6882,2.1479,0.3066,0.3273,2453.6399,1059.6882,2.1479
17022,2153.875,2524.3633,1095.0249,2.0992,0.3369,0.2964,2524.3633,1095.0249,2.0992
17023,2154.0,2603.0295,1118.9536,1.9998,0.3907,0.295,2603.0295,1118.9536,1.9998
17024,2154.125,2660.6372,1142.3779,2.0033,0.3966,0.3573,2660.6372,1142.3779,2.0033
17025,2154.25,2715.3135,1178.5325,2.0922,0.3412,0.4595,2715.3135,1178.5325,2.0922
17026,2154.375,2747.1143,1210.3721,2.1618,0.2979,0.5169,2747.1143,1210.3721,2.1618
17027,2154.5,2730.5505,1216.0719,2.1963,0.2764,0.4917,2730.5505,1216.0719,2.1963
17028,2154.625,2697.9243,1204.1805,2.1981,0.2753,0.457,2697.9243,1204.1805,2.1981
17029,2154.75,2703.7131,1191.3666,2.1826,0.2849,0.4096,2703.7131,1191.3666,2.1826
17030,2154.875,2831.4961,1175.7948,2.1769,0.2885,0.323,2670.8479,1188.0432,2.1322
17031,2155.0,2857.5107,1169.4946,2.1709,0.2923,0.2939,2704.0271,1182.4028,2.1237
17032,2155.125,2877.5942,1157.2466,2.1704,0.2925,0.2871,2731.4897,1170.1459,2.1228
17033,2155.25,2878.6328,1120.881,2.1752,0.2896,0.23,2729.4453,1134.0426,2.125
17034,2155.375,2850.073,1077.5522,2.1849,0.2835,0.2535,2697.0605,1089.4692,2.1374
17035,2155.5,2836.8523,1082.6313,2.1971,0.2759,0.3343,2686.5413,1092.946,2.1558
17036,2155.625,2751.2483,1171.786,2.1989,0.2748,0.4128,2751.2483,1171.786,2.1989
17037,2155.75,2755.0618,1273.0881,2.2011,0.2734,0.3956,2755.0618,1273.0881,2.2011
17038,2155.875,2854.8743,1332.7319,2.2036,0.2718,0.2814,2662.9834,1346.0533,2.1602
17039,2156.0,2852.9634,1349.795,2.1932,0.2784,0.1838,2645.7815,1365.5747,2.1428
17040,2156.125,2865.7214,1326.1068,2.1822,0.2852,0.1099,2662.5129,1343.4916,2.126
17041,2156.25,2873.0752,1280.4742,2.1756,0.2893,0.049,2676.2761,1298.6515,2.1151
17042,2156.375,2869.6934,1259.6611,2.1725,0.2912,0.0116,2672.1667,1278.3418,2.1095
17043,2156.5,2861.0911,1275.9816,2.1701,0.2928,0.0,2657.0283,1295.2322,2.106
