TWT,DEPTH,VP,VS,RHO,NEAR,FAR,WELL,ID
2.604,2143.5234121981985,2429.4158522836537,1018.3411442307691,2.2555824519230767,-0.054090672872809324,-0.03586548579829733,W155_5,Z40_Sw025_Por20
2.608,2148.4835547065795,2429.4158522836537,1018.3411442307691,2.2555824519230767,-0.07606508038682688,-0.05043556622740948,W155_5,Z40_Sw025_Por20
2.612,2153.46435124128,2429.4158522836537,1018.3411442307691,2.2555824519230767,-0.03642256287444633,-0.024145939596572314,W155_5,Z40_Sw025_Por20
2.616,2158.6742173764947,3227.4230046875,1652.866676834239,2.302748641304348,0.07605231716080003,0.05047004785610021,W155_5,Z40_Sw025_Por20
2.62,2163.7343057610415,3227.4230046875,1652.866676834239,2.302748641304348,0.16712069290358345,0.11110444828483343,W155_5,Z40_Sw025_Por20
2.624,2168.2425113290215,3227.4230046875,1652.866676834239,2.302748641304348,0.13800403804418646,0.09295157800822504,W155_5,Z40_Sw025_Por20
2.628,2173.906237261421,3227.4230046875,1652.866676834239,2.302748641304348,0.03441971403293297,0.02783777106995834,W155_5,Z40_Sw025_Por20
2.632,2179.6992312619195,3227.4230046875,1652.866676834239,2.302748641304348,-0.019900628745791293,-0.0014909286036407232,W155_5,Z40_Sw025_Por20
2.636,2185.31904662607,3227.4230046875,1652.866676834239,2.302748641304348,-0.0031550135194570172,0.01436768460684501,W155_5,Z40_Sw025_Por20
2.64,2190.9396441526546,3227.4230046875,1652.866676834239,2.302748641304348,-0.0057053260933904865,0.004102223881949675,W155_5,Z40_Sw025_Por20
2.644,2196.7416995219774,2672.7611458333336,1176.6415925694444,2.1408248611111107,-0.07895495024038737,-0.06877166642001802,W155_5,Z40_Sw025_Por20
2.648,2202.047056621926,2672.7611458333336,1176.6415925694444,2.1408248611111107,-0.1473022771847369,-0.13357857119896152,W155_5,Z40_Sw025_Por20
2.652,2207.3000863207308,2672.7611458333336,1176.6415925694444,2.1408248611111107,-0.11538365269520931,-0.10511219044729475,W155_5,Z40_Sw025_Por20
2.656,2212.902328983384,2672.7611458333336,1176.6415925694444,2.1408248611111107,-0.012475771265860471,-0.011363076217719512,W155_5,Z40_Sw025_Por20
2.66,2218.4659747271626,2672.7611458333336,1176.6415925694444,2.1408248611111107,0.05810585528371455,0.05300219772119695,W155_5,Z40_Sw025_Por20
2.664,2223.8308556801508,2672.7611458333336,1176.6415925694444,2.1408248611111107,0.06014928557277896,0.054864693906422284,W155_5,Z40_Sw025_Por20
2.668,2229.8176726161096,2672.7611458333336,1176.6415925694444,2.1408248611111107,0.032458880366174725,0.029607061505414037,W155_5,Z40_Sw025_Por20
2.672,2234.9714987224233,2672.7611458333336,1176.6415925694444,2.1408248611111107,0.011322721778285924,0.010327912323736164,W155_5,Z40_Sw025_Por20
2.676,2240.2660731688734,2672.7611458333336,1176.6415925694444,2.1408248611111107,0.0027267616596925,0.0024871895177334263,W155_5,Z40_Sw025_Por20
2.68,2245.8935731597676,2672.7611458333336,1176.6415925694444,2.1408248611111107,0.0004670314187326434,0.00042599823237911717,W155_5,Z40_Sw025_Por20
2.684,2251.1990907424297,2672.7611458333336,1176.6415925694444,2.1408248611111107,5.782491973537755e-05,5.274444630874517e-05,W155_5,Z40_Sw025_Por20
2.688,2257.4089114069934,2672.7611458333336,1176.6415925694444,2.1408248611111107,5.2273989595135775e-06,4.768121858354528e-06,W155_5,Z40_Sw025_Por20
2.692,2263.414000166718,2672.7611458333336,1176.6415925694444,2.1408248611111107,3.4731529461760364e-07,3.168003171038328e-07,W155_5,Z40_Sw025_Por20
2.696,2269.745747844646,2672.7611458333336,1176.6415925694444,2.1408248611111107,1.703858028378522e-08,1.5541577697703506e-08,W155_5,Z40_Sw025_Por20
2.7,2275.8463345281207,2672.7611458333336,1176.6415925694444,2.1408248611111107,6.19261844978044e-10,5.648537565132714e-10,W155_5,Z40_Sw025_Por20
2.704,2282.302013836455,2672.7611458333336,1176.6415925694444,2.1408248611111107,1.6716528352096627e-11,1.5247821114955194e-11,W155_5,Z40_Sw025_Por20
2.708,2288.7861399616513,2672.7611458333336,1176.6415925694444,2.1408248611111107,3.358138020042836e-13,3.0630934085378305e-13,W155_5,Z40_Sw025_Por20
2.712,2295.1808431302593,2672.7611458333336,1176.6415925694444,2.1408248611111107,5.0280890839033526e-15,4.586323265608039e-15,W155_5,Z40_Sw025_Por20
2.716,2301.4474877962884,2672.7611458333336,1176.6415925694444,2.1408248611111107,5.6182275266137e-17,5.124612389879289e-17,W155_5,Z40_Sw025_Por20
2.72,2307.746941678408,2672.7611458333336,1176.6415925694444,2.1408248611111107,4.689523732187034e-19,4.2775041250569547e-19,W155_5,Z40_Sw025_Por20
2.724,2314.247831517939,2672.7611458333336,1176.6415925694444,2.1408248611111107,2.9265531551422312e-21,2.6694274105914833e-21,W155_5,Z40_Sw025_Por20
2.728,2320.865173242822,2672.7611458333336,1176.6415925694444,2.1408248611111107,1.3664327593834187e-23,1.2463785447460907e-23,W155_5,Z40_Sw025_Por20
2.732,2327.130650260908,2672.7611458333336,1176.6415925694444,2.1408248611111107,4.776207209510494e-26,4.3565716280702e-26,W155_5,Z40_Sw025_Por20
2.736,2333.387430681925,2672.7611458333336,1176.6415925694444,2.1408248611111107,1.2504380454888646e-28,1.1405750782313023e-28,W155_5,Z40_Sw025_Por20
2.74,2339.835546781259,2672.7611458333336,1176.6415925694444,2.1408248611111107,2.4531023397446467e-31,2.2375737871681365e-31,W155_5,Z40_Sw025_Por20
2.744,2346.0629271758166,2672.7611458333336,1176.6415925694444,2.1408248611111107,3.6075196817271064e-34,3.2905645010170946e-34,W155_5,Z40_Sw025_Por20
2.748,2352.240678660544,2672.7611458333336,1176.6415925694444,2.1408248611111107,3.978189233506254e-37,3.628667179949242e-37,W155_5,Z40_Sw025_Por20
2.7520000000000002,2358.343877931682,2672.7611458333336,1176.6415925694444,2.1408248611111107,3.2905799622680087e-40,3.0014709736561772e-40,W155_5,Z40_Sw025_Por20
2.7560000000000002,2364.4692218172067,2672.7611458333336,1176.6415925694444,2.1408248611111107,2.042121373155041e-43,1.862701437585832e-43,W155_5,Z40_Sw025_Por20
2.7600000000000002,2370.6275000523383,2672.7611458333336,1176.6415925694444,2.1408248611111107,9.510689221422811e-47,8.675084017070982e-47,W155_5,Z40_Sw025_Por20
2.7640000000000002,2376.83514917486,2672.7611458333336,1176.6415925694444,2.1408248611111107,3.3246985593035905e-50,3.0325919249287267e-50,W155_5,Z40_Sw025_Por20
2.7680000000000002,2382.997722891456,2672.7611458333336,1176.6415925694444,2.1408248611111107,8.725326219472359e-54,7.958722682240192e-54,W155_5,Z40_Sw025_Por20
2.7720000000000002,2389.2061770203836,2672.7611458333336,1176.6415925694444,2.1408248611111107,1.7193783806690924e-57,1.5683145103555822e-57,W155_5,Z40_Sw025_Por20
2.7760000000000002,2395.1801288812967,2672.7611458333336,1176.6415925694444,2.1408248611111107,0.0,0.0,W155_5,Z40_Sw025_Por20
2.7800000000000002,2401.4797231209204,2672.7611458333336,1176.6415925694444,2.1408248611111107,0.0,0.0,W155_5,Z40_Sw025_Por20
2.7840000000000003,2407.9172062294792,2672.7611458333336,1176.6415925694444,2.1408248611111107,0.0,0.0,W155_5,Z40_Sw025_Por20
2.7880000000000003,2414.5709275076524,2672.7611458333336,1176.6415925694444,2.1408248611111107,0.0,0.0,W155_5,Z40_Sw025_Por20
2.7920000000000003,2421.3231136541517,2672.7611458333336,1176.6415925694444,2.1408248611111107,0.0,0.0,W155_5,Z40_Sw025_Por20
2.7960000000000003,2427.9617405718745,2672.7611458333336,1176.6415925694444,2.1408248611111107,0.0,0.0,W155_5,Z40_Sw025_Por20
2.8000000000000003,2434.6530029472638,2672.7611458333336,1176.6415925694444,2.1408248611111107,0.0,0.0,W155_5,Z40_Sw025_Por20
2.8040000000000003,2441.134583475985,2672.7611458333336,1176.6415925694444,2.1408248611111107,0.0,0.0,W155_5,Z40_Sw025_Por20
2.8080000000000003,2447.8832293758737,2672.7611458333336,1176.6415925694444,2.1408248611111107,0.0,0.0,W155_5,Z40_Sw025_Por20
2.8120000000000003,2454.127936937657,2672.7611458333336,1176.6415925694444,2.1408248611111107,0.0,0.0,W155_5,Z40_Sw025_Por20
2.816,2460.574095742971,2672.7611458333336,1176.6415925694444,2.1408248611111107,0.0,0.0,W155_5,Z40_Sw025_Por20
2.82,2466.402026618473,2672.7611458333336,1176.6415925694444,2.1408248611111107,0.0,0.0,W155_5,Z40_Sw025_Por20
2.568,2100.8228156485065,2429.4158522836537,1018.3411442307691,2.2555824519230767,-2.1426419841719237e-11,1.4278296414798634e-13,W155_5,Z60_Sw000_Por30
2.572,2105.563678603554,2429.4158522836537,1018.3411442307691,2.2555824519230767,-6.84247259812092e-10,4.559737589752584e-12,W155_5,Z60_Sw000_Por30
2.576,2110.18373978967,2429.4158522836537,1018.3411442307691,2.2555824519230767,-1.6210432388822765e-08,1.0802428047685067e-10,W155_5,Z60_Sw000_Por30
2.58,2114.912341392281,2429.4158522836537,1018.3411442307691,2.2555824519230767,-2.840741834377605e-07,1.893034592283415e-09,W155_5,Z60_Sw000_Por30
2.584,2119.8148713595515,2429.4158522836537,1018.3411442307691,2.2555824519230767,-3.667937374950585e-06,2.4442672857781812e-08,W155_5,Z60_Sw000_Por30
2.588,2124.8001251991545,2429.4158522836537,1018.3411442307691,2.2555824519230767,-3.4704265204802175e-05,2.3126485391046454e-07,W155_5,Z60_Sw000_Por30
2.592,2129.3459271166366,2429.4158522836537,1018.3411442307691,2.2555824519230767,-0.0002386817240441093,1.5905449579874881e-06,W155_5,Z60_Sw000_Por30
2.596,2133.970657201785,2429.4158522836537,1018.3411442307691,2.2555824519230767,-0.001178312602674542,7.852126829663473e-06,W155_5,Z60_Sw000_Por30
2.6,2138.736286191246,2429.4158522836537,1018.3411442307691,2.2555824519230767,-0.004086175525027919,2.7229759231927744e-05,W155_5,Z60_Sw000_Por30
2.604,2143.5234121981985,2429.4158522836537,1018.3411442307691,2.2555824519230767,-0.009536011771011025,6.354678181683055e-05,W155_5,Z60_Sw000_Por30
2.608,2148.4835547065795,2429.4158522836537,1018.3411442307691,2.2555824519230767,-0.013410256170362757,8.936425866400187e-05,W155_5,Z60_Sw000_Por30
2.612,2153.46435124128,2429.4158522836537,1018.3411442307691,2.2555824519230767,-0.006424357777993764,4.281110935533034e-05,W155_5,Z60_Sw000_Por30
2.616,2158.6742173764947,2740.935730434783,1350.5098413043474,2.110680978260869,0.013377610401277187,-8.91467760297084e-05,W155_5,Z60_Sw000_Por30
2.62,2163.7343057610415,2740.935730434783,1350.5098413043474,2.110680978260869,0.029255450984744653,-0.00019495617272979727,W155_5,Z60_Sw000_Por30
2.624,2168.2425113290215,2740.935730434783,1350.5098413043474,2.110680978260869,0.02330610380652143,-0.000155335766586283,W155_5,Z60_Sw000_Por30
2.628,2173.906237261421,2740.935730434783,1350.5098413043474,2.110680978260869,0.0025198441703980514,-1.7138288030720362e-05,W155_5,Z60_Sw000_Por30
2.632,2179.6992312619195,2740.935730434783,1350.5098413043474,2.110680978260869,-0.01177750438589791,7.520667872884396e-05,W155_5,Z60_Sw000_Por30
2.636,2185.31904662607,2740.935730434783,1350.5098413043474,2.110680978260869,-0.012101271460638488,5.810260740408566e-05,W155_5,Z60_Sw000_Por30
2.64,2190.9396441526546,2740.935730434783,1350.5098413043474,2.110680978260869,-0.006068381615951473,-7.082926035474961e-05,W155_5,Z60_Sw000_Por30
2.644,2196.7416995219774,2740.935730434783,1350.5098413043474,2.110680978260869,-0.0004994092170633186,-0.0003825300136075232,W155_5,Z60_Sw000_Por30
2.648,2202.047056621926,2740.935730434783,1350.5098413043474,2.110680978260869,0.003643477325173815,-0.0009247663367050072,W155_5,Z60_Sw000_Por30
2.652,2207.3000863207308,2740.935730434783,1350.5098413043474,2.110680978260869,0.005807115446354906,-0.0013050298825061182,W155_5,Z60_Sw000_Por30
2.656,2212.902328983384,2740.935730434783,1350.5098413043474,2.110680978260869,0.0028156432721385054,-0.0006254159196588126,W155_5,Z60_Sw000_Por30
2.66,2218.4659747271626,2648.388895277778,1178.8317127777775,2.1334477777777776,-0.005888584403042321,0.001302490009277621,W155_5,Z60_Sw000_Por30
2.664,2223.8308556801508,2648.388895277778,1178.8317127777775,2.1334477777777776,-0.012875473087509285,0.002848395380098498,W155_5,Z60_Sw000_Por30
2.668,2229.8176726161096,2648.388895277778,1178.8317127777775,2.1334477777777776,-0.010257029859785003,0.002269137749745275,W155_5,Z60_Sw000_Por30
2.672,2234.9714987224233,2648.388895277778,1178.8317127777775,2.1334477777777776,-0.001108280143376089,0.00024518217170679867,W155_5,Z60_Sw000_Por30
2.676,2240.2660731688734,2648.388895277778,1178.8317127777775,2.1334477777777776,0.005190034479781198,-0.001148179071276667,W155_5,Z60_Sw000_Por30
2.68,2245.8935731597676,2648.388895277778,1178.8317127777775,2.1334477777777776,0.005372033767506872,-0.0011884423431554384,W155_5,Z60_Sw000_Por30
2.684,2251.1990907424297,2648.388895277778,1178.8317127777775,2.1334477777777776,0.002898939631942716,-0.0006413255682884249,W155_5,Z60_Sw000_Por30
2.688,2257.4089114069934,2648.388895277778,1178.8317127777775,2.1334477777777776,0.0010112446506868344,-0.00022371526579376691,W155_5,Z60_Sw000_Por30
2.692,2263.414000166718,2648.388895277778,1178.8317127777775,2.1334477777777776,0.00024353004886287243,-5.38755775599133e-05,W155_5,Z60_Sw000_Por30
2.696,2269.745747844646,2648.388895277778,1178.8317127777775,2.1334477777777776,4.171108358946531e-05,-9.22764451255717e-06,W155_5,Z60_Sw000_Por30
2.7,2275.8463345281207,2648.388895277778,1178.8317127777775,2.1334477777777776,5.164406423505106e-06,-1.1425094361851553e-06,W155_5,Z60_Sw000_Por30
2.704,2282.302013836455,2648.388895277778,1178.8317127777775,2.1334477777777776,4.6686468197293807e-07,-1.0328337098876971e-07,W155_5,Z60_Sw000_Por30
2.708,2288.7861399616513,2648.388895277778,1178.8317127777775,2.1334477777777776,3.101910640838464e-08,-6.86228365225327e-09,W155_5,Z60_Sw000_Por30
2.712,2295.1808431302593,2648.388895277778,1178.8317127777775,2.1334477777777776,1.5217341218782974e-09,-3.3664964587176957e-10,W155_5,Z60_Sw000_Por30
2.716,2301.4474877962884,2648.388895277778,1178.8317127777775,2.1334477777777776,5.530694835983641e-11,-1.2235425566067614e-11,W155_5,Z60_Sw000_Por30
2.72,2307.746941678408,2648.388895277778,1178.8317127777775,2.1334477777777776,1.4929713138678978e-12,-3.302865177853553e-13,W155_5,Z60_Sw000_Por30
2.724,2314.247831517939,2648.388895277778,1178.8317127777775,2.1334477777777776,2.999189560375592e-14,-6.635036231930543e-15,W155_5,Z60_Sw000_Por30
2.728,2320.865173242822,2648.388895277778,1178.8317127777775,2.1334477777777776,4.490641003757505e-16,-9.93453903620305e-17,W155_5,Z60_Sw000_Por30
2.732,2327.130650260908,2648.388895277778,1178.8317127777775,2.1334477777777776,5.0177000602910434e-18,-1.1100539339308006e-18,W155_5,Z60_Sw000_Por30
2.736,2333.387430681925,2648.388895277778,1178.8317127777775,2.1334477777777776,4.18826460876957e-20,-9.265598878857932e-21,W155_5,Z60_Sw000_Por30
2.74,2339.835546781259,2648.388895277778,1178.8317127777775,2.1334477777777776,2.6137364272701524e-22,-5.782307368888802e-23,W155_5,Z60_Sw000_Por30
2.744,2346.0629271758166,2648.388895277778,1178.8317127777775,2.1334477777777776,1.2203759471582662e-24,-2.6998088860237374e-25,W155_5,Z60_Sw000_Por30
2.748,2352.240678660544,2648.388895277778,1178.8317127777775,2.1334477777777776,4.265682564402692e-27,-9.436868793709005e-28,W155_5,Z60_Sw000_Por30
2.7520000000000002,2358.343877931682,2648.388895277778,1178.8317127777775,2.1334477777777776,1.1167798076026733e-29,-2.4706255931366372e-30,W155_5,Z60_Sw000_Por30
2.7560000000000002,2364.4692218172067,2648.388895277778,1178.8317127777775,2.1334477777777776,2.1908923587962685e-32,-4.8468594226010074e-33,W155_5,Z60_Sw000_Por30
2.7600000000000002,2370.6275000523383,2648.388895277778,1178.8317127777775,2.1334477777777776,3.221915032589219e-35,-7.127766533954597e-36,W155_5,Z60_Sw000_Por30
