% 'Vsh'	'Por'	'Vp_b'	'Vs_b'	'Rhob_b'	'Vp_o'	'Vs_o'	'Rhob_o'	'Z_TVD'  
   2.8190000e-01   2.8090000e-01   3.0115574e+03   1.4335389e+03   2.1892000e+00   2.8603357e+03   1.4493092e+03   2.1418000e+00   2.1888750e+03
   2.4370000e-01   2.7750000e-01   3.0019509e+03   1.4318512e+03   2.1946000e+00   2.8415789e+03   1.4479485e+03   2.1461000e+00   2.1890000e+03
   3.0420000e-01   2.6420000e-01   2.9884487e+03   1.4231742e+03   2.2160000e+00   2.8255996e+03   1.4370099e+03   2.1735000e+00   2.1891250e+03
   4.0060000e-01   2.4470000e-01   2.9753606e+03   1.4264374e+03   2.2474000e+00   2.9753606e+03   1.4264374e+03   2.2474000e+00   2.1892500e+03
   4.5610000e-01   2.2690000e-01   2.9647429e+03   1.4376904e+03   2.2761000e+00   2.9647429e+03   1.4376904e+03   2.2761000e+00   2.1893750e+03
   4.4330000e-01   2.1930000e-01   2.9561318e+03   1.4455610e+03   2.2883000e+00   2.9561318e+03   1.4455610e+03   2.2883000e+00   2.1895000e+03
   3.7000000e-01   2.3030000e-01   2.9488999e+03   1.4435070e+03   2.2705000e+00   2.9488999e+03   1.4435070e+03   2.2705000e+00   2.1896250e+03
   2.3710000e-01   2.4910000e-01   2.9479299e+03   1.4332578e+03   2.2401000e+00   2.7480525e+03   1.4471053e+03   2.1974000e+00   2.1897500e+03
   1.7460000e-01   2.6060000e-01   2.9542554e+03   1.4294216e+03   2.2216000e+00   2.7570127e+03   1.4451823e+03   2.1734000e+00   2.1898750e+03
   1.9910000e-01   2.6350000e-01   2.9655251e+03   1.5042892e+03   2.2171000e+00   2.7628267e+03   1.5207128e+03   2.1694000e+00   2.1900000e+03
   2.3380000e-01   2.6330000e-01   2.9792859e+03   1.5126300e+03   2.2173000e+00   2.7851562e+03   1.5285358e+03   2.1714000e+00   2.1901250e+03
   2.2060000e-01   2.6600000e-01   2.9954260e+03   1.5275128e+03   2.2131000e+00   2.8044761e+03   1.5440583e+03   2.1659000e+00   2.1902500e+03
   1.8680000e-01   2.7370000e-01   3.0215591e+03   1.5502380e+03   2.2007000e+00   2.8370413e+03   1.5683413e+03   2.1502000e+00   2.1903750e+03
   1.5800000e-01   2.7860000e-01   3.0496907e+03   1.5754965e+03   2.1928000e+00   2.8707263e+03   1.5948962e+03   2.1398000e+00   2.1905000e+03
   1.5760000e-01   2.7470000e-01   3.0725413e+03   1.5923000e+03   2.1990000e+00   2.8963147e+03   1.6115328e+03   2.1469000e+00   2.1906250e+03
   2.3000000e-01   2.6050000e-01   3.0887568e+03   1.5957950e+03   2.2219000e+00   2.9176948e+03   1.6123573e+03   2.1765000e+00   2.1907500e+03
   3.9920000e-01   2.3800000e-01   3.1014333e+03   1.5887393e+03   2.2581000e+00   3.1014333e+03   1.5887393e+03   2.2581000e+00   2.1908750e+03
   5.9330000e-01   2.1410000e-01   3.1156685e+03   1.5808033e+03   2.2967000e+00   3.1156685e+03   1.5808033e+03   2.2967000e+00   2.1910000e+03
   6.9730000e-01   2.0820000e-01   3.1273633e+03   1.5775896e+03   2.3062000e+00   3.1273633e+03   1.5775896e+03   2.3062000e+00   2.1911250e+03
   7.7160000e-01   2.1050000e-01   3.1341345e+03   1.5746191e+03   2.3021000e+00   3.1341345e+03   1.5746191e+03   2.3021000e+00   2.1912500e+03
   7.9910000e-01   2.1180000e-01   3.1370999e+03   1.5739763e+03   2.3000000e+00   3.1370999e+03   1.5739763e+03   2.3000000e+00   2.1913750e+03
   7.6260000e-01   2.1140000e-01   3.1380825e+03   1.5781556e+03   2.3007000e+00   3.1380825e+03   1.5781556e+03   2.3007000e+00   2.1915000e+03
   7.0340000e-01   2.1120000e-01   3.1389517e+03   1.5862288e+03   2.3009000e+00   3.1389517e+03   1.5862288e+03   2.3009000e+00   2.1916250e+03
   6.0880000e-01   2.1560000e-01   3.1419766e+03   1.5989867e+03   2.2940000e+00   3.1419766e+03   1.5989867e+03   2.2940000e+00   2.1917500e+03
   4.8080000e-01   2.3080000e-01   3.1483738e+03   1.6161265e+03   2.2695000e+00   3.1483738e+03   1.6161265e+03   2.2695000e+00   2.1918750e+03
   3.8850000e-01   2.5040000e-01   3.1562825e+03   1.6344155e+03   2.2379000e+00   3.1562825e+03   1.6344155e+03   2.2379000e+00   2.1920000e+03
   2.5230000e-01   2.6640000e-01   3.1651116e+03   1.6552426e+03   2.2124000e+00   3.0157734e+03   1.6726063e+03   2.1667000e+00   2.1921250e+03
   1.7500000e-01   2.7480000e-01   3.1754558e+03   1.6734156e+03   2.1989000e+00   3.0229033e+03   1.6932754e+03   2.1476000e+00   2.1922500e+03
   1.5930000e-01   2.7520000e-01   3.1898364e+03   1.6872351e+03   2.1982000e+00   3.0382002e+03   1.7076375e+03   2.1460000e+00   2.1923750e+03
   1.7490000e-01   2.7200000e-01   3.2051321e+03   1.6977374e+03   2.2034000e+00   3.0565095e+03   1.7176207e+03   2.1527000e+00   2.1925000e+03
   2.0440000e-01   2.6780000e-01   3.2164727e+03   1.7034247e+03   2.2102000e+00   3.0712925e+03   1.7223634e+03   2.1618000e+00   2.1926250e+03
   2.3750000e-01   2.6310000e-01   3.2250706e+03   1.7052455e+03   2.2176000e+00   3.0834771e+03   1.7230806e+03   2.1720000e+00   2.1927500e+03
   3.0220000e-01   2.5730000e-01   3.2331150e+03   1.7037504e+03   2.2269000e+00   3.0988728e+03   1.7197123e+03   2.1858000e+00   2.1928750e+03
   3.9880000e-01   2.4980000e-01   3.2425269e+03   1.7020123e+03   2.2391000e+00   3.2425269e+03   1.7020123e+03   2.2391000e+00   2.1930000e+03
   4.1260000e-01   2.4190000e-01   3.2512429e+03   1.7072711e+03   2.2518000e+00   3.2512429e+03   1.7072711e+03   2.2518000e+00   2.1931250e+03
   3.4950000e-01   2.4170000e-01   3.2561628e+03   1.7180496e+03   2.2522000e+00   3.2561628e+03   1.7180496e+03   2.2522000e+00   2.1932500e+03
   2.7030000e-01   2.4800000e-01   3.2589512e+03   1.7289601e+03   2.2419000e+00   3.1199766e+03   1.7448805e+03   2.2012000e+00   2.1933750e+03
   2.1590000e-01   2.5730000e-01   3.2611914e+03   1.7371606e+03   2.2270000e+00   3.1202708e+03   1.7551676e+03   2.1815000e+00   2.1935000e+03
   1.9610000e-01   2.6700000e-01   3.2640317e+03   1.7420242e+03   2.2113000e+00   3.1264651e+03   1.7614806e+03   2.1627000e+00   2.1936250e+03
   2.0060000e-01   2.7440000e-01   3.2678132e+03   1.7450852e+03   2.1995000e+00   3.1352849e+03   1.7652543e+03   2.1495000e+00   2.1937500e+03
   1.9350000e-01   2.7730000e-01   3.2718352e+03   1.7467844e+03   2.1948000e+00   3.1411382e+03   1.7674358e+03   2.1438000e+00   2.1938750e+03
   2.5520000e-01   2.7900000e-01   3.2750952e+03   1.7441219e+03   2.1922000e+00   3.1524917e+03   1.7636155e+03   2.1440000e+00   2.1940000e+03
   2.7040000e-01   2.8090000e-01   3.2774636e+03   1.7434070e+03   2.1891000e+00   3.1577297e+03   1.7628374e+03   2.1411000e+00   2.1941250e+03
   2.6030000e-01   2.8280000e-01   3.2790654e+03   1.7464822e+03   2.1861000e+00   3.1593865e+03   1.7663190e+03   2.1372000e+00   2.1942500e+03
   2.0570000e-01   2.8440000e-01   3.2800781e+03   1.7528508e+03   2.1834000e+00   3.1555281e+03   1.7740906e+03   2.1315000e+00   2.1943750e+03
   1.7080000e-01   2.8610000e-01   3.2804214e+03   1.7576395e+03   2.1807000e+00   3.1531550e+03   1.7798148e+03   2.1267000e+00   2.1945000e+03
   1.6060000e-01   2.9070000e-01   3.2803962e+03   1.7608613e+03   2.1733000e+00   3.1539673e+03   1.7838060e+03   2.1178000e+00   2.1946250e+03
   1.0910000e-01   2.9530000e-01   3.2803616e+03   1.7669120e+03   2.1659000e+00   3.1510925e+03   1.7915520e+03   2.1068000e+00   2.1947500e+03
   5.4300000e-02   2.9730000e-01   3.2803469e+03   1.7727935e+03   2.1627000e+00   3.1470193e+03   1.7988911e+03   2.1004000e+00   2.1948750e+03
   5.4300000e-02   2.9630000e-01   3.2803467e+03   1.7725765e+03   2.1643000e+00   3.1465134e+03   1.7985452e+03   2.1023000e+00   2.1950000e+03
   1.1280000e-01   2.9250000e-01   3.2803467e+03   1.7663683e+03   2.1704000e+00   3.1500696e+03   1.7905829e+03   2.1121000e+00   2.1951250e+03
   1.6270000e-01   2.8650000e-01   3.2803467e+03   1.7604077e+03   2.1801000e+00   3.1519482e+03   1.7828517e+03   2.1256000e+00   2.1952500e+03
   1.7790000e-01   2.8490000e-01   3.2803474e+03   1.7579579e+03   2.1827000e+00   3.1528540e+03   1.7798800e+03   2.1292000e+00   2.1953750e+03
   1.7400000e-01   2.8850000e-01   3.2803469e+03   1.7587910e+03   2.1768000e+00   3.1542412e+03   1.7811937e+03   2.1224000e+00   2.1955000e+03
   1.3760000e-01   2.9430000e-01   3.2803469e+03   1.7635472e+03   2.1676000e+00   3.1533408e+03   1.7874131e+03   2.1101000e+00   2.1956250e+03
   7.6000000e-02   2.9930000e-01   3.2803469e+03   1.7709982e+03   2.1596000e+00   3.1499592e+03   1.7968353e+03   2.0979000e+00   2.1957500e+03
   2.7100000e-02   3.0170000e-01   3.2803469e+03   1.7765061e+03   2.1556000e+00   3.1467778e+03   1.8037471e+03   2.0910000e+00   2.1958750e+03
   3.5300000e-02   2.9960000e-01   3.2803467e+03   1.7763566e+03   2.1590000e+00   3.1462544e+03   1.8031658e+03   2.0953000e+00   2.1960000e+03
   6.3400000e-02   2.9440000e-01   3.2803464e+03   1.7726349e+03   2.1673000e+00   3.1460608e+03   1.7982150e+03   2.1061000e+00   2.1961250e+03
   1.0590000e-01   2.8890000e-01   3.2803469e+03   1.7664633e+03   2.1762000e+00   3.1475227e+03   1.7904365e+03   2.1183000e+00   2.1962500e+03
   1.7350000e-01   2.8480000e-01   3.2803469e+03   1.7579083e+03   2.1828000e+00   3.1524871e+03   1.7798999e+03   2.1292000e+00   2.1963750e+03
   2.4140000e-01   2.8330000e-01   3.2803467e+03   1.7513157e+03   2.1853000e+00   3.1586987e+03   1.7716593e+03   2.1354000e+00   2.1965000e+03
   2.1820000e-01   2.8560000e-01   3.2803467e+03   1.7544338e+03   2.1815000e+00   3.1571509e+03   1.7755758e+03   2.1298000e+00   2.1966250e+03
   1.1090000e-01   2.8730000e-01   3.2803467e+03   1.7638385e+03   2.1788000e+00   3.1474392e+03   1.7875094e+03   2.1215000e+00   2.1967500e+03
   1.0610000e-01   2.8090000e-01   3.2803472e+03   1.7632024e+03   2.1891000e+00   3.1438188e+03   1.7862102e+03   2.1330000e+00   2.1968750e+03
   2.4340000e-01   2.6930000e-01   3.2803469e+03   1.7479314e+03   2.2076000e+00   3.1529412e+03   1.7667080e+03   2.1610000e+00   2.1970000e+03
   4.1450000e-01   2.5990000e-01   3.2803469e+03   1.7299828e+03   2.2230000e+00   3.2803469e+03   1.7299828e+03   2.2230000e+00   2.1971250e+03
   4.7050000e-01   2.5850000e-01   3.2803469e+03   1.7243220e+03   2.2252000e+00   3.2803469e+03   1.7243220e+03   2.2252000e+00   2.1972500e+03
   3.6280000e-01   2.6760000e-01   3.2803469e+03   1.7347241e+03   2.2104000e+00   3.2803469e+03   1.7347241e+03   2.2104000e+00   2.1973750e+03
   2.1600000e-01   2.7940000e-01   3.2803472e+03   1.7507251e+03   2.1915000e+00   3.1547319e+03   1.7711707e+03   2.1412000e+00   2.1975000e+03
   1.3700000e-01   2.8770000e-01   3.2803469e+03   1.7617246e+03   2.1781000e+00   3.1502983e+03   1.7848292e+03   2.1221000e+00   2.1976250e+03
   1.0240000e-01   2.9190000e-01   3.2803464e+03   1.7687899e+03   2.1714000e+00   3.1483940e+03   1.7931985e+03   2.1127000e+00   2.1977500e+03
   3.0600000e-02   2.9340000e-01   3.2803469e+03   1.7766272e+03   2.1690000e+00   3.1421130e+03   1.8028615e+03   2.1064000e+00   2.1978750e+03
   0.0000000e+00   2.9400000e-01   3.2803474e+03   1.7803956e+03   2.1680000e+00   3.1395842e+03   1.8073781e+03   2.1037000e+00   2.1980000e+03
   2.4000000e-02   2.9440000e-01   3.2803472e+03   1.7777125e+03   2.1675000e+00   3.1420554e+03   1.8041913e+03   2.1043000e+00   2.1981250e+03
   7.6800000e-02   2.9420000e-01   3.2803469e+03   1.7719470e+03   2.1678000e+00   3.1470413e+03   1.7971951e+03   2.1073000e+00   2.1982500e+03
   1.0230000e-01   2.9450000e-01   3.2803469e+03   1.7688032e+03   2.1672000e+00   3.1497358e+03   1.7935259e+03   2.1078000e+00   2.1983750e+03
   8.8700000e-02   2.9610000e-01   3.2803469e+03   1.7700597e+03   2.1647000e+00   3.1492917e+03   1.7952559e+03   2.1044000e+00   2.1985000e+03
   5.9100000e-02   2.9800000e-01   3.2803469e+03   1.7735939e+03   2.1616000e+00   3.1475000e+03   1.7996882e+03   2.0994000e+00   2.1986250e+03
   3.3900000e-02   2.9870000e-01   3.2803469e+03   1.7766683e+03   2.1604000e+00   3.1454839e+03   1.8034271e+03   2.0968000e+00   2.1987500e+03
   2.8300000e-02   2.9800000e-01   3.2803474e+03   1.7771038e+03   2.1616000e+00   3.1445737e+03   1.8039005e+03   2.0979000e+00   2.1988750e+03
   5.3000000e-02   2.9770000e-01   3.2803469e+03   1.7742240e+03   2.1620000e+00   3.1468096e+03   1.8004163e+03   2.0996000e+00   2.1990000e+03
   8.5900000e-02   2.9820000e-01   3.2803467e+03   1.7702550e+03   2.1614000e+00   3.1501846e+03   1.7957432e+03   2.1004000e+00   2.1991250e+03
   1.0490000e-01   2.9820000e-01   3.2803469e+03   1.7680151e+03   2.1612000e+00   3.1520554e+03   1.7930782e+03   2.1012000e+00   2.1992500e+03
   9.6600000e-02   2.9700000e-01   3.2803469e+03   1.7687407e+03   2.1631000e+00   3.1506550e+03   1.7938601e+03   2.1030000e+00   2.1993750e+03
   7.8200000e-02   2.9400000e-01   3.2803469e+03   1.7699739e+03   2.1680000e+00   3.1473894e+03   1.7951534e+03   2.1076000e+00   2.1995000e+03
   9.6600000e-02   2.9170000e-01   3.2803469e+03   1.7689603e+03   2.1718000e+00   3.1477822e+03   1.7934631e+03   2.1128000e+00   2.1996250e+03
   9.7200000e-02   2.9050000e-01   3.2803572e+03   1.7693939e+03   2.1736000e+00   3.1470278e+03   1.7937860e+03   2.1149000e+00   2.1997500e+03
   6.6300000e-02   2.9010000e-01   3.2803777e+03   1.7728690e+03   2.1743000e+00   3.1437512e+03   1.7979133e+03   2.1141000e+00   2.1998750e+03
   3.4700000e-02   2.9070000e-01   3.2804097e+03   1.7770016e+03   2.1734000e+00   3.1408591e+03   1.8028303e+03   2.1116000e+00   2.2000000e+03
   1.1900000e-02   2.9250000e-01   3.2804551e+03   1.7798904e+03   2.1704000e+00   3.1397102e+03   1.8064613e+03   2.1070000e+00   2.2001250e+03
   8.8000000e-03   2.9350000e-01   3.2805125e+03   1.7797980e+03   2.1688000e+00   3.1401726e+03   1.8065391e+03   2.1051000e+00   2.2002500e+03
   4.3200000e-02   2.9230000e-01   3.2804871e+03   1.7749421e+03   2.1708000e+00   3.1429873e+03   1.8007336e+03   2.1091000e+00   2.2003750e+03
   1.1350000e-01   2.8970000e-01   3.2803518e+03   1.7660554e+03   2.1750000e+00   3.1485435e+03   1.7899452e+03   2.1173000e+00   2.2005000e+03
   1.8450000e-01   2.8650000e-01   3.2800833e+03   1.7572749e+03   2.1800000e+00   3.1539373e+03   1.7792269e+03   2.1265000e+00   2.2006250e+03
   2.1700000e-01   2.8320000e-01   3.2796194e+03   1.7530778e+03   2.1854000e+00   3.1551428e+03   1.7739512e+03   2.1343000e+00   2.2007500e+03
   1.9360000e-01   2.7970000e-01   3.2785408e+03   1.7541653e+03   2.1910000e+00   3.1497351e+03   1.7751669e+03   2.1395000e+00   2.2008750e+03
   1.6470000e-01   2.7820000e-01   3.2767517e+03   1.7564598e+03   2.1935000e+00   3.1436372e+03   1.7779061e+03   2.1409000e+00   2.2010000e+03
   1.4030000e-01   2.7870000e-01   3.2748242e+03   1.7585438e+03   2.1925000e+00   3.1387991e+03   1.7805922e+03   2.1385000e+00   2.2011250e+03
   1.0960000e-01   2.8030000e-01   3.2728655e+03   1.7597092e+03   2.1900000e+00   3.1341414e+03   1.7825804e+03   2.1342000e+00   2.2012500e+03
   1.2290000e-01   2.8160000e-01   3.2705620e+03   1.7564202e+03   2.1879000e+00   3.1336521e+03   1.7790942e+03   2.1325000e+00   2.2013750e+03
   1.5690000e-01   2.8200000e-01   3.2671426e+03   1.7505630e+03   2.1874000e+00   3.1332527e+03   1.7725106e+03   2.1335000e+00   2.2015000e+03
   1.5560000e-01   2.8280000e-01   3.2623066e+03   1.7461569e+03   2.1860000e+00   3.1279224e+03   1.7681757e+03   2.1319000e+00   2.2016250e+03
   1.5520000e-01   2.8460000e-01   3.2576333e+03   1.7424254e+03   2.1832000e+00   3.1233916e+03   1.7645789e+03   2.1287000e+00   2.2017500e+03
   1.5420000e-01   2.8650000e-01   3.2535254e+03   1.7392808e+03   2.1800000e+00   3.1194114e+03   1.7616345e+03   2.1251000e+00   2.2018750e+03
   1.5210000e-01   2.8860000e-01   3.2500654e+03   1.7367294e+03   2.1767000e+00   3.1162148e+03   1.7593080e+03   2.1212000e+00   2.2020000e+03
   1.5020000e-01   2.9090000e-01   3.2469856e+03   1.7350239e+03   2.1729000e+00   3.1135112e+03   1.7578792e+03   2.1168000e+00   2.2021250e+03
   1.2530000e-01   2.9330000e-01   3.2434897e+03   1.7352689e+03   2.1691000e+00   3.1080005e+03   1.7589108e+03   2.1112000e+00   2.2022500e+03
   9.3300000e-02   2.9500000e-01   3.2400493e+03   1.7363627e+03   2.1665000e+00   3.1015457e+03   1.7608564e+03   2.1066000e+00   2.2023750e+03
   7.1700000e-02   2.9600000e-01   3.2377466e+03   1.7377344e+03   2.1648000e+00   3.0970703e+03   1.7628101e+03   2.1037000e+00   2.2025000e+03
   5.1900000e-02   2.9550000e-01   3.2365344e+03   1.7391147e+03   2.1656000e+00   3.0933140e+03   1.7645774e+03   2.1035000e+00   2.2026250e+03
   5.0400000e-02   2.9350000e-01   3.2361292e+03   1.7392734e+03   2.1688000e+00   3.0914675e+03   1.7645386e+03   2.1071000e+00   2.2027500e+03
   5.6800000e-02   2.9120000e-01   3.2361609e+03   1.7381429e+03   2.1726000e+00   3.0908135e+03   1.7630049e+03   2.1117000e+00   2.2028750e+03
   8.1300000e-02   2.8940000e-01   3.2365457e+03   1.7354403e+03   2.1753000e+00   3.0928955e+03   1.7595599e+03   2.1161000e+00   2.2030000e+03
   1.0920000e-01   2.8710000e-01   3.2369243e+03   1.7319014e+03   2.1791000e+00   3.0950386e+03   1.7551476e+03   2.1218000e+00   2.2031250e+03
   1.4300000e-01   2.8420000e-01   3.2371963e+03   1.7277422e+03   2.1838000e+00   3.0975200e+03   1.7499208e+03   2.1288000e+00   2.2032500e+03
   1.7630000e-01   2.8110000e-01   3.2374019e+03   1.7247292e+03   2.1887000e+00   3.0996555e+03   1.7458685e+03   2.1360000e+00   2.2033750e+03
   1.6580000e-01   2.7820000e-01   3.2375996e+03   1.7245349e+03   2.1934000e+00   3.0973271e+03   1.7455929e+03   2.1408000e+00   2.2035000e+03
   1.8000000e-01   2.7610000e-01   3.2377969e+03   1.7227937e+03   2.1967000e+00   3.0982620e+03   1.7432985e+03   2.1453000e+00   2.2036250e+03
   2.1610000e-01   2.7690000e-01   3.2378694e+03   1.7187717e+03   2.1954000e+00   3.1029075e+03   1.7385975e+03   2.1456000e+00   2.2037500e+03
   2.4650000e-01   2.7920000e-01   3.2378318e+03   1.7157567e+03   2.1918000e+00   3.1074243e+03   1.7351674e+03   2.1430000e+00   2.2038750e+03
   2.3140000e-01   2.8030000e-01   3.2377151e+03   1.7173571e+03   2.1900000e+00   3.1060610e+03   1.7372214e+03   2.1402000e+00   2.2040000e+03
   1.8350000e-01   2.7870000e-01   3.2375273e+03   1.6962144e+03   2.1925000e+00   3.1045276e+03   1.7166193e+03   2.1407000e+00   2.2041250e+03
   1.5080000e-01   2.7330000e-01   3.2372737e+03   1.6977614e+03   2.2012000e+00   3.0979932e+03   1.7182697e+03   2.1490000e+00   2.2042500e+03
   1.5480000e-01   2.6310000e-01   3.2370193e+03   1.7063954e+03   2.2177000e+00   3.0904268e+03   1.7258798e+03   2.1679000e+00   2.2043750e+03
   2.4000000e-01   2.4850000e-01   3.2368906e+03   1.7266188e+03   2.2411000e+00   3.0871418e+03   1.7431519e+03   2.1988000e+00   2.2045000e+03
   3.6240000e-01   2.3630000e-01   3.2368167e+03   1.7645526e+03   2.2606000e+00   3.0894810e+03   1.7778143e+03   2.2270000e+00   2.2046250e+03
   4.3270000e-01   2.3010000e-01   3.2366963e+03   1.8090836e+03   2.2708000e+00   3.2366963e+03   1.8090836e+03   2.2708000e+00   2.2047500e+03
   4.1540000e-01   2.3060000e-01   3.2364382e+03   1.8491760e+03   2.2699000e+00   3.2364382e+03   1.8491760e+03   2.2699000e+00   2.2048750e+03
   3.1690000e-01   2.3860000e-01   3.2359875e+03   1.8716962e+03   2.2570000e+00   3.2359875e+03   1.8716962e+03   2.2570000e+00   2.2050000e+03
   2.1830000e-01   2.5550000e-01   3.2554099e+03   1.7331429e+03   2.2299000e+00   3.1122720e+03   1.7508850e+03   2.1849000e+00   2.2051250e+03
   1.6850000e-01   2.7350000e-01   3.2347339e+03   1.8453065e+03   2.2009000e+00   3.0657229e+03   1.8672332e+03   2.1495000e+00   2.2052500e+03
   1.7420000e-01   2.8540000e-01   3.2336663e+03   1.8040934e+03   2.1818000e+00   3.0811597e+03   1.8267169e+03   2.1281000e+00   2.2053750e+03
   2.0790000e-01   2.9060000e-01   3.2321760e+03   1.7412776e+03   2.1735000e+00   3.0973577e+03   1.7629740e+03   2.1204000e+00   2.2055000e+03
   1.9570000e-01   2.9150000e-01   3.2305208e+03   1.7058855e+03   2.1719000e+00   3.1009771e+03   1.7275133e+03   2.1179000e+00   2.2056250e+03
   1.4340000e-01   2.9180000e-01   3.2294375e+03   1.6813446e+03   2.1716000e+00   3.0997449e+03   1.7037219e+03   2.1149000e+00   2.2057500e+03
   4.2800000e-02   2.9320000e-01   3.2294058e+03   1.6556584e+03   2.1693000e+00   3.0970879e+03   1.6798478e+03   2.1073000e+00   2.2058750e+03
   1.6900000e-02   2.9410000e-01   3.2300791e+03   1.6251416e+03   2.1678000e+00   3.1020813e+03   1.6494452e+03   2.1044000e+00   2.2060000e+03
   6.2500000e-02   2.9390000e-01   3.2317083e+03   1.5987723e+03   2.1682000e+00   3.1117888e+03   1.6218032e+03   2.1070000e+00   2.2061250e+03
   1.1530000e-01   2.9290000e-01   3.2343855e+03   1.5991373e+03   2.1698000e+00   3.1185879e+03   1.6210713e+03   2.1114000e+00   2.2062500e+03
   1.4780000e-01   2.9180000e-01   3.2379192e+03   1.6026268e+03   2.1716000e+00   3.1245137e+03   1.6238754e+03   2.1151000e+00   2.2063750e+03
   1.3430000e-01   2.9110000e-01   3.2411995e+03   1.6197612e+03   2.1727000e+00   3.1246707e+03   1.6414340e+03   2.1157000e+00   2.2065000e+03
   1.2500000e-01   2.9100000e-01   3.2440801e+03   1.6553700e+03   2.1728000e+00   3.1218472e+03   1.6776791e+03   2.1154000e+00   2.2066250e+03
   1.6290000e-01   2.9060000e-01   3.2480408e+03   1.6904352e+03   2.1734000e+00   3.1238118e+03   1.7124048e+03   2.1180000e+00   2.2067500e+03
   2.0140000e-01   2.8910000e-01   3.2533450e+03   1.7091359e+03   2.1759000e+00   3.1298323e+03   1.7304187e+03   2.1227000e+00   2.2068750e+03
   2.0960000e-01   2.8630000e-01   3.2592615e+03   1.7061234e+03   2.1803000e+00   3.1375071e+03   1.7269171e+03   2.1281000e+00   2.2070000e+03
   2.1540000e-01   2.8330000e-01   3.2640171e+03   1.6977640e+03   2.1852000e+00   3.1442871e+03   1.7180137e+03   2.1340000e+00   2.2071250e+03
   1.7470000e-01   2.8320000e-01   3.2662844e+03   1.6906030e+03   2.1854000e+00   3.1449971e+03   1.7115905e+03   2.1321000e+00   2.2072500e+03
   1.3750000e-01   2.8500000e-01   3.2672241e+03   1.6858821e+03   2.1825000e+00   3.1450427e+03   1.7077159e+03   2.1270000e+00   2.2073750e+03
   1.2820000e-01   2.8560000e-01   3.2665898e+03   1.6857057e+03   2.1814000e+00   3.1438149e+03   1.7077970e+03   2.1253000e+00   2.2075000e+03
   1.2650000e-01   2.8480000e-01   3.2643220e+03   1.6884506e+03   2.1828000e+00   3.1397415e+03   1.7105281e+03   2.1268000e+00   2.2076250e+03
   1.1510000e-01   2.8390000e-01   3.2606609e+03   1.6906617e+03   2.1842000e+00   3.1330906e+03   1.7129069e+03   2.1278000e+00   2.2077500e+03
   8.5500000e-02   2.8490000e-01   3.2563535e+03   1.6913754e+03   2.1826000e+00   3.1253696e+03   1.7143301e+03   2.1246000e+00   2.2078750e+03
   6.9300000e-02   2.8710000e-01   3.2517766e+03   1.6912988e+03   2.1790000e+00   3.1192583e+03   1.7148032e+03   2.1197000e+00   2.2080000e+03
   1.1150000e-01   2.8800000e-01   3.2453677e+03   1.6923004e+03   2.1776000e+00   3.1144412e+03   1.7150547e+03   2.1202000e+00   2.2081250e+03
   1.6620000e-01   2.8780000e-01   3.2369780e+03   1.6933794e+03   2.1780000e+00   3.1074087e+03   1.7150389e+03   2.1233000e+00   2.2082500e+03
   1.8160000e-01   2.8760000e-01   3.2279883e+03   1.6965762e+03   2.1783000e+00   3.0960684e+03   1.7179518e+03   2.1244000e+00   2.2083750e+03
   1.5240000e-01   2.8810000e-01   3.2208655e+03   1.6998824e+03   2.1774000e+00   3.0837361e+03   1.7219458e+03   2.1220000e+00   2.2085000e+03
   1.1000000e-01   2.8950000e-01   3.2171060e+03   1.7059561e+03   2.1753000e+00   3.0746987e+03   1.7290925e+03   2.1175000e+00   2.2086250e+03
   1.4430000e-01   2.8970000e-01   3.2150532e+03   1.7151344e+03   2.1749000e+00   3.0733997e+03   1.7376927e+03   2.1188000e+00   2.2087500e+03
   2.0380000e-01   2.8870000e-01   3.2149990e+03   1.7200708e+03   2.1765000e+00   3.0770203e+03   1.7413988e+03   2.1235000e+00   2.2088750e+03
   2.1700000e-01   2.8700000e-01   3.2168320e+03   1.7254584e+03   2.1792000e+00   3.0787593e+03   1.7464172e+03   2.1272000e+00   2.2090000e+03
   1.8420000e-01   2.8510000e-01   3.2199800e+03   1.7339943e+03   2.1823000e+00   3.0772986e+03   1.7555215e+03   2.1291000e+00   2.2091250e+03
   1.5350000e-01   2.8320000e-01   3.2234058e+03   1.7422449e+03   2.1854000e+00   3.0764258e+03   1.7642869e+03   2.1311000e+00   2.2092500e+03
   1.5820000e-01   2.8170000e-01   3.2278306e+03   1.7488297e+03   2.1877000e+00   3.0807134e+03   1.7706976e+03   2.1340000e+00   2.2093750e+03
   1.9040000e-01   2.8050000e-01   3.2329033e+03   1.7536315e+03   2.1896000e+00   3.0889614e+03   1.7747714e+03   2.1377000e+00   2.2095000e+03
   2.0940000e-01   2.8000000e-01   3.2372173e+03   1.7547562e+03   2.1905000e+00   3.0959814e+03   1.7754700e+03   2.1397000e+00   2.2096250e+03
   2.1340000e-01   2.8040000e-01   3.2400632e+03   1.7535771e+03   2.1899000e+00   3.1006304e+03   1.7742301e+03   2.1392000e+00   2.2097500e+03
   2.0940000e-01   2.8160000e-01   3.2413511e+03   1.7523971e+03   2.1879000e+00   3.1028699e+03   1.7732509e+03   2.1367000e+00   2.2098750e+03
