% 'Vsh'	'Por'	'Vp_b'	'Vs_b'	'Rhob_b'	'Vp_o'	'Vs_o'	'Rhob_o'	'Z_TVD'  
   3.1340000e-01   3.0630000e-01   2.6750093e+03   1.1039175e+03   2.1482000e+00   2.4749204e+03   1.1169365e+03   2.0984000e+00   2.1975000e+03
   3.3710000e-01   3.0060000e-01   2.6624087e+03   1.1073970e+03   2.1574000e+00   2.4577668e+03   1.1197222e+03   2.1101000e+00   2.1976250e+03
   3.2110000e-01   2.9140000e-01   2.6554714e+03   1.1106998e+03   2.1721000e+00   2.4399729e+03   1.1226805e+03   2.1260000e+00   2.1977500e+03
   3.4000000e-01   2.8030000e-01   2.6456880e+03   1.1046245e+03   2.1900000e+00   2.4243491e+03   1.1155349e+03   2.1474000e+00   2.1978750e+03
   4.4970000e-01   2.7180000e-01   2.6326897e+03   1.0977982e+03   2.2037000e+00   2.6326897e+03   1.0977982e+03   2.2037000e+00   2.1980000e+03
   5.4420000e-01   2.7230000e-01   2.6280098e+03   1.1034946e+03   2.2028000e+00   2.6280098e+03   1.1034946e+03   2.2028000e+00   2.1981250e+03
   5.5860000e-01   2.8440000e-01   2.6626689e+03   1.1373707e+03   2.1834000e+00   2.6626689e+03   1.1373707e+03   2.1834000e+00   2.1982500e+03
   5.5930000e-01   3.0020000e-01   2.7189556e+03   1.1797505e+03   2.1580000e+00   2.7189556e+03   1.1797505e+03   2.1580000e+00   2.1983750e+03
   5.5300000e-01   3.0800000e-01   2.7576833e+03   1.1971859e+03   2.1455000e+00   2.7576833e+03   1.1971859e+03   2.1455000e+00   2.1985000e+03
   5.2850000e-01   3.0230000e-01   2.8467356e+03   1.2117089e+03   2.1546000e+00   2.8467356e+03   1.2117089e+03   2.1546000e+00   2.1986250e+03
   4.9380000e-01   2.8830000e-01   2.9198762e+03   1.2277697e+03   2.1772000e+00   2.9198762e+03   1.2277697e+03   2.1772000e+00   2.1987500e+03
   4.9980000e-01   2.7350000e-01   2.9158550e+03   1.2564087e+03   2.2009000e+00   2.9158550e+03   1.2564087e+03   2.2009000e+00   2.1988750e+03
   5.3440000e-01   2.6340000e-01   2.9028657e+03   1.2592877e+03   2.2170000e+00   2.9028657e+03   1.2592877e+03   2.2170000e+00   2.1990000e+03
   5.5200000e-01   2.6050000e-01   2.8896296e+03   1.2283962e+03   2.2217000e+00   2.8896296e+03   1.2283962e+03   2.2217000e+00   2.1991250e+03
   5.4440000e-01   2.6240000e-01   2.8621743e+03   1.2138276e+03   2.2187000e+00   2.8621743e+03   1.2138276e+03   2.2187000e+00   2.1992500e+03
   5.0270000e-01   2.6650000e-01   2.8150193e+03   1.2071249e+03   2.2121000e+00   2.8150193e+03   1.2071249e+03   2.2121000e+00   2.1993750e+03
   4.6620000e-01   2.7300000e-01   2.7513152e+03   1.2104880e+03   2.2017000e+00   2.7513152e+03   1.2104880e+03   2.2017000e+00   2.1995000e+03
   4.8170000e-01   2.8320000e-01   2.7050020e+03   1.1948276e+03   2.1853000e+00   2.7050020e+03   1.1948276e+03   2.1853000e+00   2.1996250e+03
   4.9800000e-01   2.9670000e-01   2.6862864e+03   1.1464137e+03   2.1637000e+00   2.6862864e+03   1.1464137e+03   2.1637000e+00   2.1997500e+03
   4.8610000e-01   3.0740000e-01   2.6488618e+03   1.1015221e+03   2.1465000e+00   2.6488618e+03   1.1015221e+03   2.1465000e+00   2.1998750e+03
   9.6180000e-01   2.3930000e-01   2.3521340e+03   9.4430840e+02   2.2557000e+00   2.3521340e+03   9.4430840e+02   2.2557000e+00   2.1501250e+03
   9.7620000e-01   2.3760000e-01   2.3526013e+03   9.4452970e+02   2.2587000e+00   2.3526013e+03   9.4452970e+02   2.2587000e+00   2.1502500e+03
   9.9000000e-01   2.3610000e-01   2.3529600e+03   9.4401500e+02   2.2612000e+00   2.3529600e+03   9.4401500e+02   2.2612000e+00   2.1503750e+03
   9.9000000e-01   2.3580000e-01   2.3535625e+03   9.4430050e+02   2.2616000e+00   2.3535625e+03   9.4430050e+02   2.2616000e+00   2.1505000e+03
   9.9000000e-01   2.3580000e-01   2.3538176e+03   9.4436420e+02   2.2616000e+00   2.3538176e+03   9.4436420e+02   2.2616000e+00   2.1506250e+03
   9.9000000e-01   2.3600000e-01   2.3527065e+03   9.4324060e+02   2.2613000e+00   2.3527065e+03   9.4324060e+02   2.2613000e+00   2.1507500e+03
   9.9000000e-01   2.3660000e-01   2.3491672e+03   9.4077250e+02   2.2603000e+00   2.3491672e+03   9.4077250e+02   2.2603000e+00   2.1508750e+03
   9.8350000e-01   2.4030000e-01   2.3449917e+03   9.3978920e+02   2.2544000e+00   2.3449917e+03   9.3978920e+02   2.2544000e+00   2.1510000e+03
   8.6080000e-01   2.5120000e-01   2.3428813e+03   9.4506180e+02   2.2370000e+00   2.3428813e+03   9.4506180e+02   2.2370000e+00   2.1511250e+03
   8.0490000e-01   2.5540000e-01   2.3435964e+03   9.4869240e+02   2.2300000e+00   2.3435964e+03   9.4869240e+02   2.2300000e+00   2.1512500e+03
   9.0280000e-01   2.4860000e-01   2.3466355e+03   9.4582840e+02   2.2410000e+00   2.3466355e+03   9.4582840e+02   2.2410000e+00   2.1513750e+03
   9.7690000e-01   2.3980000e-01   2.3504114e+03   9.4332170e+02   2.2554000e+00   2.3504114e+03   9.4332170e+02   2.2554000e+00   2.1515000e+03
   9.9000000e-01   2.3640000e-01   2.3523994e+03   9.4336910e+02   2.2608000e+00   2.3523994e+03   9.4336910e+02   2.2608000e+00   2.1516250e+03
   9.9000000e-01   2.3600000e-01   2.3525146e+03   9.4345730e+02   2.2613000e+00   2.3525146e+03   9.4345730e+02   2.2613000e+00   2.1517500e+03
   9.9000000e-01   2.3590000e-01   2.3526436e+03   9.4358000e+02   2.2614000e+00   2.3526436e+03   9.4358000e+02   2.2614000e+00   2.1518750e+03
   9.9000000e-01   2.3560000e-01   2.3547725e+03   9.4552690e+02   2.2620000e+00   2.3547725e+03   9.4552690e+02   2.2620000e+00   2.1520000e+03
   9.9000000e-01   2.3480000e-01   2.3599565e+03   9.4963750e+02   2.2632000e+00   2.3599565e+03   9.4963750e+02   2.2632000e+00   2.1521250e+03
   9.9000000e-01   2.3380000e-01   2.3674656e+03   9.5486430e+02   2.2648000e+00   2.3674656e+03   9.5486430e+02   2.2648000e+00   2.1522500e+03
   9.9000000e-01   2.3300000e-01   2.3729363e+03   9.5936800e+02   2.2661000e+00   2.3729363e+03   9.5936800e+02   2.2661000e+00   2.1523750e+03
   9.9000000e-01   2.3270000e-01   2.3749482e+03   9.6108690e+02   2.2666000e+00   2.3749482e+03   9.6108690e+02   2.2666000e+00   2.1525000e+03
   9.9000000e-01   2.3320000e-01   2.3720457e+03   9.5856070e+02   2.2658000e+00   2.3720457e+03   9.5856070e+02   2.2658000e+00   2.1526250e+03
   9.9000000e-01   2.3420000e-01   2.3649526e+03   9.5296280e+02   2.2642000e+00   2.3649526e+03   9.5296280e+02   2.2642000e+00   2.1527500e+03
   9.9000000e-01   2.3540000e-01   2.3561492e+03   9.4673770e+02   2.2623000e+00   2.3561492e+03   9.4673770e+02   2.2623000e+00   2.1528750e+03
   9.9000000e-01   2.3630000e-01   2.3501738e+03   9.4218470e+02   2.2609000e+00   2.3501738e+03   9.4218470e+02   2.2609000e+00   2.1530000e+03
   9.9000000e-01   2.3650000e-01   2.3489009e+03   9.4063670e+02   2.2606000e+00   2.3489009e+03   9.4063670e+02   2.2606000e+00   2.1531250e+03
   9.9000000e-01   2.3610000e-01   2.3516382e+03   9.4279120e+02   2.2612000e+00   2.3516382e+03   9.4279120e+02   2.2612000e+00   2.1532500e+03
   9.9000000e-01   2.3610000e-01   2.3572996e+03   9.4765990e+02   2.2612000e+00   2.3572996e+03   9.4765990e+02   2.2612000e+00   2.1533750e+03
   9.6830000e-01   2.3710000e-01   2.3645986e+03   9.5467650e+02   2.2595000e+00   2.3645986e+03   9.5467650e+02   2.2595000e+00   2.1535000e+03
   9.4530000e-01   2.3800000e-01   2.3722842e+03   9.6162210e+02   2.2581000e+00   2.3722842e+03   9.6162210e+02   2.2581000e+00   2.1536250e+03
   9.7330000e-01   2.3390000e-01   2.3799507e+03   9.6664920e+02   2.2647000e+00   2.3799507e+03   9.6664920e+02   2.2647000e+00   2.1537500e+03
   9.9000000e-01   2.3050000e-01   2.3900830e+03   9.7329030e+02   2.2702000e+00   2.3900830e+03   9.7329030e+02   2.2702000e+00   2.1538750e+03
   9.9000000e-01   2.2870000e-01   2.4016311e+03   9.8213500e+02   2.2730000e+00   2.4016311e+03   9.8213500e+02   2.2730000e+00   2.1540000e+03
   9.9000000e-01   2.2740000e-01   2.4111201e+03   9.8908200e+02   2.2751000e+00   2.4111201e+03   9.8908200e+02   2.2751000e+00   2.1541250e+03
   9.9000000e-01   2.2690000e-01   2.4151975e+03   9.9185560e+02   2.2760000e+00   2.4151975e+03   9.9185560e+02   2.2760000e+00   2.1542500e+03
   9.9000000e-01   2.2790000e-01   2.4130732e+03   9.9149820e+02   2.2744000e+00   2.4130732e+03   9.9149820e+02   2.2744000e+00   2.1543750e+03
   9.0800000e-01   2.4050000e-01   2.4052253e+03   9.9272790e+02   2.2542000e+00   2.4052253e+03   9.9272790e+02   2.2542000e+00   2.1545000e+03
   7.3260000e-01   2.6120000e-01   2.3933562e+03   9.9528610e+02   2.2208000e+00   2.3933562e+03   9.9528610e+02   2.2208000e+00   2.1546250e+03
   6.1970000e-01   2.7650000e-01   2.3809841e+03   9.9444070e+02   2.1961000e+00   2.3809841e+03   9.9444070e+02   2.1961000e+00   2.1547500e+03
   6.0150000e-01   2.8060000e-01   2.3706111e+03   9.8809960e+02   2.1895000e+00   2.3706111e+03   9.8809960e+02   2.1895000e+00   2.1548750e+03
   6.6710000e-01   2.7810000e-01   2.3634360e+03   9.7985850e+02   2.1937000e+00   2.3634360e+03   9.7985850e+02   2.1937000e+00   2.1550000e+03
   6.3210000e-01   2.8340000e-01   2.3591409e+03   9.8012630e+02   2.1854000e+00   2.3591409e+03   9.8012630e+02   2.1854000e+00   2.1551250e+03
   4.6960000e-01   2.9870000e-01   2.3576953e+03   9.8832910e+02   2.1606000e+00   2.3576953e+03   9.8832910e+02   2.1606000e+00   2.1552500e+03
   4.6010000e-01   2.9860000e-01   2.3599885e+03   9.9052280e+02   2.1605000e+00   2.3599885e+03   9.9052280e+02   2.1605000e+00   2.1553750e+03
   6.1500000e-01   2.8460000e-01   2.3657163e+03   9.8489680e+02   2.1835000e+00   2.3657163e+03   9.8489680e+02   2.1835000e+00   2.1555000e+03
   7.2560000e-01   2.7180000e-01   2.3734514e+03   9.8262220e+02   2.2042000e+00   2.3734514e+03   9.8262220e+02   2.2042000e+00   2.1556250e+03
   7.0990000e-01   2.7060000e-01   2.3806956e+03   9.8919000e+02   2.2060000e+00   2.3806956e+03   9.8919000e+02   2.2060000e+00   2.1557500e+03
   6.0160000e-01   2.8170000e-01   2.3867947e+03   1.0014774e+03   2.1880000e+00   2.3867947e+03   1.0014774e+03   2.1880000e+00   2.1558750e+03
   5.1680000e-01   2.9110000e-01   2.3896719e+03   1.0109700e+03   2.1727000e+00   2.3896719e+03   1.0109700e+03   2.1727000e+00   2.1560000e+03
   4.8730000e-01   2.9380000e-01   2.3884150e+03   1.0122993e+03   2.1684000e+00   2.3884150e+03   1.0122993e+03   2.1684000e+00   2.1561250e+03
   5.2500000e-01   2.8950000e-01   2.3846443e+03   1.0060170e+03   2.1754000e+00   2.3846443e+03   1.0060170e+03   2.1754000e+00   2.1562500e+03
   6.2380000e-01   2.7930000e-01   2.3809705e+03   9.9573820e+02   2.1919000e+00   2.3809705e+03   9.9573820e+02   2.1919000e+00   2.1563750e+03
   7.2110000e-01   2.6710000e-01   2.3795715e+03   9.8670800e+02   2.2115000e+00   2.3795715e+03   9.8670800e+02   2.2115000e+00   2.1565000e+03
   8.1170000e-01   2.5390000e-01   2.3827000e+03   9.8032540e+02   2.2327000e+00   2.3827000e+03   9.8032540e+02   2.2327000e+00   2.1566250e+03
   9.4140000e-01   2.4010000e-01   2.3883320e+03   9.7632440e+02   2.2549000e+00   2.3883320e+03   9.7632440e+02   2.2549000e+00   2.1567500e+03
   9.9000000e-01   2.3160000e-01   2.3941538e+03   9.7678490e+02   2.2686000e+00   2.3941538e+03   9.7678490e+02   2.2686000e+00   2.1568750e+03
   9.9000000e-01   2.2920000e-01   2.3987861e+03   9.7961820e+02   2.2723000e+00   2.3987861e+03   9.7961820e+02   2.2723000e+00   2.1570000e+03
   9.9000000e-01   2.3110000e-01   2.4020798e+03   9.8428510e+02   2.2692000e+00   2.4020798e+03   9.8428510e+02   2.2692000e+00   2.1571250e+03
   8.6460000e-01   2.4570000e-01   2.4054199e+03   9.9464650e+02   2.2458000e+00   2.4054199e+03   9.9464650e+02   2.2458000e+00   2.1572500e+03
   7.5050000e-01   2.6260000e-01   2.4096472e+03   1.0091710e+03   2.2183000e+00   2.4096472e+03   1.0091710e+03   2.2183000e+00   2.1573750e+03
   5.2410000e-01   2.8950000e-01   2.4131245e+03   1.0313497e+03   2.1754000e+00   2.4131245e+03   1.0313497e+03   2.1754000e+00   2.1575000e+03
   2.4360000e-01   3.1270000e-01   2.4152964e+03   1.0532562e+03   2.1378000e+00   2.4152964e+03   1.0532562e+03   2.1378000e+00   2.1576250e+03
   2.6200000e-01   3.1200000e-01   2.4166248e+03   1.0527336e+03   2.1389000e+00   2.4166248e+03   1.0527336e+03   2.1389000e+00   2.1577500e+03
   5.5080000e-01   2.8320000e-01   2.4188125e+03   1.0342611e+03   2.1855000e+00   2.4188125e+03   1.0342611e+03   2.1855000e+00   2.1578750e+03
   7.5560000e-01   2.5850000e-01   2.4259746e+03   1.0229274e+03   2.2258000e+00   2.4259746e+03   1.0229274e+03   2.2258000e+00   2.1580000e+03
   7.8760000e-01   2.5110000e-01   2.4363811e+03   1.0262854e+03   2.2375000e+00   2.4363811e+03   1.0262854e+03   2.2375000e+00   2.1581250e+03
   7.7300000e-01   2.4860000e-01   2.4478391e+03   1.0350948e+03   2.2410000e+00   2.4478391e+03   1.0350948e+03   2.2410000e+00   2.1582500e+03
   8.0400000e-01   2.4120000e-01   2.4611284e+03   1.0428011e+03   2.2530000e+00   2.4611284e+03   1.0428011e+03   2.2530000e+00   2.1583750e+03
   9.1700000e-01   2.2760000e-01   2.4785916e+03   1.0499644e+03   2.2748000e+00   2.4785916e+03   1.0499644e+03   2.2748000e+00   2.1585000e+03
   9.8140000e-01   2.1630000e-01   2.5022612e+03   1.0621006e+03   2.2931000e+00   2.5022612e+03   1.0621006e+03   2.2931000e+00   2.1586250e+03
   9.9000000e-01   2.1300000e-01   2.5207668e+03   1.0767031e+03   2.2984000e+00   2.5207668e+03   1.0767031e+03   2.2984000e+00   2.1587500e+03
   9.3200000e-01   2.2360000e-01   2.5301831e+03   1.0901743e+03   2.2813000e+00   2.5301831e+03   1.0901743e+03   2.2813000e+00   2.1588750e+03
   7.1210000e-01   2.4750000e-01   2.5318240e+03   1.1074636e+03   2.2426000e+00   2.5318240e+03   1.1074636e+03   2.2426000e+00   2.1590000e+03
   4.7270000e-01   2.7930000e-01   2.5268264e+03   1.1247015e+03   2.1916000e+00   2.5268264e+03   1.1247015e+03   2.1916000e+00   2.1591250e+03
   2.3440000e-01   3.0990000e-01   2.5153701e+03   1.1368947e+03   2.1422000e+00   2.5153701e+03   1.1368947e+03   2.1422000e+00   2.1592500e+03
   1.2910000e-01   3.2430000e-01   2.4989810e+03   1.1312162e+03   2.1190000e+00   2.4989810e+03   1.1312162e+03   2.1190000e+00   2.1593750e+03
   3.6690000e-01   2.9520000e-01   2.4886584e+03   1.1011805e+03   2.1658000e+00   2.4886584e+03   1.1011805e+03   2.1658000e+00   2.1595000e+03
   7.7920000e-01   2.5490000e-01   2.4855728e+03   1.0692374e+03   2.2316000e+00   2.4855728e+03   1.0692374e+03   2.2316000e+00   2.1596250e+03
   9.2020000e-01   2.3070000e-01   2.4879031e+03   1.0575829e+03   2.2704000e+00   2.4879031e+03   1.0575829e+03   2.2704000e+00   2.1597500e+03
   9.2680000e-01   2.2370000e-01   2.4930974e+03   1.0591053e+03   2.2813000e+00   2.4930974e+03   1.0591053e+03   2.2813000e+00   2.1598750e+03
   9.3570000e-01   2.2230000e-01   2.4995659e+03   1.0634312e+03   2.2834000e+00   2.4995659e+03   1.0634312e+03   2.2834000e+00   2.1600000e+03
   9.1290000e-01   2.2840000e-01   2.5036257e+03   1.0721816e+03   2.2736000e+00   2.5036257e+03   1.0721816e+03   2.2736000e+00   2.1601250e+03
   6.4410000e-01   2.6480000e-01   2.5061453e+03   1.0973022e+03   2.2153000e+00   2.5061453e+03   1.0973022e+03   2.2153000e+00   2.1602500e+03
   1.7030000e-01   3.0910000e-01   2.5085645e+03   1.1359658e+03   2.1433000e+00   2.5085645e+03   1.1359658e+03   2.1433000e+00   2.1603750e+03
   0.0000000e+00   3.3690000e-01   2.5103838e+03   1.1582954e+03   2.0987000e+00   2.5103838e+03   1.1582954e+03   2.0987000e+00   2.1605000e+03
   0.0000000e+00   3.4410000e-01   2.5092449e+03   1.1604921e+03   2.0875000e+00   2.5092449e+03   1.1604921e+03   2.0875000e+00   2.1606250e+03
   0.0000000e+00   3.4550000e-01   2.4995854e+03   1.1523673e+03   2.0856000e+00   2.4995854e+03   1.1523673e+03   2.0856000e+00   2.1607500e+03
   3.7400000e-02   3.4250000e-01   2.4824946e+03   1.1354265e+03   2.0903000e+00   2.4824946e+03   1.1354265e+03   2.0903000e+00   2.1608750e+03
   9.3400000e-02   3.4000000e-01   2.4659741e+03   1.1178436e+03   2.0945000e+00   2.4659741e+03   1.1178436e+03   2.0945000e+00   2.1610000e+03
   7.8900000e-02   3.4280000e-01   2.4520073e+03   1.1080464e+03   2.0900000e+00   2.4520073e+03   1.1080464e+03   2.0900000e+00   2.1611250e+03
   2.0600000e-02   3.4870000e-01   2.4421956e+03   1.1056134e+03   2.0803000e+00   2.4421956e+03   1.1056134e+03   2.0803000e+00   2.1612500e+03
   0.0000000e+00   3.5150000e-01   2.4388013e+03   1.1060093e+03   2.0758000e+00   2.4388013e+03   1.1060093e+03   2.0758000e+00   2.1613750e+03
   2.2500000e-02   3.4630000e-01   2.4466548e+03   1.1030648e+03   2.0842000e+00   2.4466548e+03   1.1030648e+03   2.0842000e+00   2.1615000e+03
   2.9110000e-01   3.0870000e-01   2.4565398e+03   1.0831090e+03   2.1445000e+00   2.4565398e+03   1.0831090e+03   2.1445000e+00   2.1616250e+03
   7.4690000e-01   2.6440000e-01   2.4691519e+03   1.0600908e+03   2.2164000e+00   2.4691519e+03   1.0600908e+03   2.2164000e+00   2.1617500e+03
   8.6380000e-01   2.3920000e-01   2.4868306e+03   1.0619213e+03   2.2568000e+00   2.4868306e+03   1.0619213e+03   2.2568000e+00   2.1618750e+03
   8.2310000e-01   2.3920000e-01   2.5103459e+03   1.0831016e+03   2.2566000e+00   2.5103459e+03   1.0831016e+03   2.2566000e+00   2.1620000e+03
   6.3720000e-01   2.5800000e-01   2.5338479e+03   1.1132393e+03   2.2260000e+00   2.5338479e+03   1.1132393e+03   2.2260000e+00   2.1621250e+03
   5.1170000e-01   2.6800000e-01   2.5487720e+03   1.1352350e+03   2.2096000e+00   2.5487720e+03   1.1352350e+03   2.2096000e+00   2.1622500e+03
   5.7310000e-01   2.6510000e-01   2.5608250e+03   1.1441436e+03   2.2145000e+00   2.5608250e+03   1.1441436e+03   2.2145000e+00   2.1623750e+03
   5.4640000e-01   2.6480000e-01   2.5701433e+03   1.1532614e+03   2.2152000e+00   2.5701433e+03   1.1532614e+03   2.2152000e+00   2.1625000e+03
   4.8340000e-01   2.6590000e-01   2.5750999e+03   1.1590043e+03   2.2132000e+00   2.5750999e+03   1.1590043e+03   2.2132000e+00   2.1626250e+03
   5.7180000e-01   2.5780000e-01   2.5734697e+03   1.1512568e+03   2.2262000e+00   2.5734697e+03   1.1512568e+03   2.2262000e+00   2.1627500e+03
   7.0520000e-01   2.4300000e-01   2.5668047e+03   1.1354739e+03   2.2503000e+00   2.5668047e+03   1.1354739e+03   2.2503000e+00   2.1628750e+03
   8.3790000e-01   2.2870000e-01   2.5597874e+03   1.1200271e+03   2.2733000e+00   2.5597874e+03   1.1200271e+03   2.2733000e+00   2.1630000e+03
   8.7880000e-01   2.2830000e-01   2.5522932e+03   1.1122034e+03   2.2740000e+00   2.5522932e+03   1.1122034e+03   2.2740000e+00   2.1631250e+03
   7.3940000e-01   2.4280000e-01   2.5457092e+03   1.1170677e+03   2.2504000e+00   2.5457092e+03   1.1170677e+03   2.2504000e+00   2.1632500e+03
   5.5770000e-01   2.6060000e-01   2.5426941e+03   1.1283892e+03   2.2216000e+00   2.5426941e+03   1.1283892e+03   2.2216000e+00   2.1633750e+03
   5.2670000e-01   2.6490000e-01   2.5470964e+03   1.1331250e+03   2.2146000e+00   2.5470964e+03   1.1331250e+03   2.2146000e+00   2.1635000e+03
   7.0390000e-01   2.4330000e-01   2.5566387e+03   1.1268773e+03   2.2495000e+00   2.5566387e+03   1.1268773e+03   2.2495000e+00   2.1636250e+03
   9.2260000e-01   2.1830000e-01   2.5676619e+03   1.1203098e+03   2.2901000e+00   2.5676619e+03   1.1203098e+03   2.2901000e+00   2.1637500e+03
   9.9000000e-01   2.0590000e-01   2.5774426e+03   1.1213259e+03   2.3100000e+00   2.5774426e+03   1.1213259e+03   2.3100000e+00   2.1638750e+03
   9.9000000e-01   2.0330000e-01   2.5814790e+03   1.1226100e+03   2.3139000e+00   2.5814790e+03   1.1226100e+03   2.3139000e+00   2.1640000e+03
   9.9000000e-01   2.0510000e-01   2.5765254e+03   1.1196398e+03   2.3109000e+00   2.5765254e+03   1.1196398e+03   2.3109000e+00   2.1641250e+03
   9.4000000e-01   2.1240000e-01   2.5659136e+03   1.1148602e+03   2.2991000e+00   2.5659136e+03   1.1148602e+03   2.2991000e+00   2.1642500e+03
   8.8220000e-01   2.2140000e-01   2.5504673e+03   1.1074238e+03   2.2846000e+00   2.5504673e+03   1.1074238e+03   2.2846000e+00   2.1643750e+03
   8.4350000e-01   2.3060000e-01   2.5280986e+03   1.0935767e+03   2.2699000e+00   2.5280986e+03   1.0935767e+03   2.2699000e+00   2.1645000e+03
   7.8620000e-01   2.3930000e-01   2.5034382e+03   1.0780471e+03   2.2559000e+00   2.5034382e+03   1.0780471e+03   2.2559000e+00   2.1646250e+03
   7.6360000e-01   2.4840000e-01   2.4805203e+03   1.0635409e+03   2.2413000e+00   2.4805203e+03   1.0635409e+03   2.2413000e+00   2.1647500e+03
   6.9270000e-01   2.6000000e-01   2.4615569e+03   1.0548281e+03   2.2227000e+00   2.4615569e+03   1.0548281e+03   2.2227000e+00   2.1648750e+03
   5.8470000e-01   2.7430000e-01   2.4476333e+03   1.0497744e+03   2.1997000e+00   2.4476333e+03   1.0497744e+03   2.1997000e+00   2.1650000e+03
   6.0140000e-01   2.7800000e-01   2.4365322e+03   1.0428065e+03   2.1936000e+00   2.4365322e+03   1.0428065e+03   2.1936000e+00   2.1651250e+03
   5.3270000e-01   2.8710000e-01   2.4280071e+03   1.0426548e+03   2.1794000e+00   2.4280071e+03   1.0426548e+03   2.1794000e+00   2.1652500e+03
   3.8560000e-01   2.9730000e-01   2.4241865e+03   1.0492284e+03   2.1626000e+00   2.4241865e+03   1.0492284e+03   2.1626000e+00   2.1653750e+03
   4.1910000e-01   2.9380000e-01   2.4259824e+03   1.0471655e+03   2.1683000e+00   2.4259824e+03   1.0471655e+03   2.1683000e+00   2.1655000e+03
   6.2210000e-01   2.7300000e-01   2.4305051e+03   1.0373660e+03   2.2019000e+00   2.4305051e+03   1.0373660e+03   2.2019000e+00   2.1656250e+03
   6.9460000e-01   2.6350000e-01   2.4361892e+03   1.0343635e+03   2.2177000e+00   2.4361892e+03   1.0343635e+03   2.2177000e+00   2.1657500e+03
   6.9720000e-01   2.6250000e-01   2.4427898e+03   1.0386094e+03   2.2188000e+00   2.4427898e+03   1.0386094e+03   2.2188000e+00   2.1658750e+03
   6.6660000e-01   2.6530000e-01   2.4476914e+03   1.0448536e+03   2.2143000e+00   2.4476914e+03   1.0448536e+03   2.2143000e+00   2.1660000e+03
   6.1480000e-01   2.6960000e-01   2.4496167e+03   1.0496885e+03   2.2073000e+00   2.4496167e+03   1.0496885e+03   2.2073000e+00   2.1661250e+03
   6.0470000e-01   2.7040000e-01   2.4484436e+03   1.0488621e+03   2.2059000e+00   2.4484436e+03   1.0488621e+03   2.2059000e+00   2.1662500e+03
   6.7200000e-01   2.6350000e-01   2.4444067e+03   1.0421305e+03   2.2170000e+00   2.4444067e+03   1.0421305e+03   2.2170000e+00   2.1663750e+03
   6.7330000e-01   2.6780000e-01   2.4359187e+03   1.0373573e+03   2.2105000e+00   2.4359187e+03   1.0373573e+03   2.2105000e+00   2.1665000e+03
   5.2940000e-01   2.8260000e-01   2.4271724e+03   1.0397920e+03   2.1864000e+00   2.4271724e+03   1.0397920e+03   2.1864000e+00   2.1666250e+03
   4.4410000e-01   2.9790000e-01   2.4206655e+03   1.0438578e+03   2.1617000e+00   2.4206655e+03   1.0438578e+03   2.1617000e+00   2.1667500e+03
   3.4890000e-01   3.1390000e-01   2.4171997e+03   1.0523995e+03   2.1361000e+00   2.4171997e+03   1.0523995e+03   2.1361000e+00   2.1668750e+03
   1.5160000e-01   3.3600000e-01   2.4156062e+03   1.0679542e+03   2.1006000e+00   2.4156062e+03   1.0679542e+03   2.1006000e+00   2.1670000e+03
   2.4800000e-02   3.5190000e-01   2.4135085e+03   1.0792094e+03   2.0749000e+00   2.4135085e+03   1.0792094e+03   2.0749000e+00   2.1671250e+03
   0.0000000e+00   3.5730000e-01   2.4058394e+03   1.0781146e+03   2.0664000e+00   2.4058394e+03   1.0781146e+03   2.0664000e+00   2.1672500e+03
   0.0000000e+00   3.5920000e-01   2.3941243e+03   1.0692300e+03   2.0635000e+00   2.3941243e+03   1.0692300e+03   2.0635000e+00   2.1673750e+03
   0.0000000e+00   3.6070000e-01   2.3823506e+03   1.0602247e+03   2.0612000e+00   2.3823506e+03   1.0602247e+03   2.0612000e+00   2.1675000e+03
   0.0000000e+00   3.5540000e-01   2.3742197e+03   1.0485336e+03   2.0696000e+00   2.3742197e+03   1.0485336e+03   2.0696000e+00   2.1676250e+03
   2.2440000e-01   3.2880000e-01   2.3704697e+03   1.0208586e+03   2.1122000e+00   2.3704697e+03   1.0208586e+03   2.1122000e+00   2.1677500e+03
   7.0840000e-01   2.7690000e-01   2.3756643e+03   9.9075370e+02   2.1960000e+00   2.3756643e+03   9.9075370e+02   2.1960000e+00   2.1678750e+03
   7.8950000e-01   2.6320000e-01   2.3874697e+03   9.9122780e+02   2.2188000e+00   2.3874697e+03   9.9122780e+02   2.2188000e+00   2.1680000e+03
   5.9820000e-01   2.7420000e-01   2.4002432e+03   1.0106230e+03   2.1998000e+00   2.4002432e+03   1.0106230e+03   2.1998000e+00   2.1681250e+03
   5.5520000e-01   2.8110000e-01   2.4128606e+03   1.0259681e+03   2.1887000e+00   2.4128606e+03   1.0259681e+03   2.1887000e+00   2.1682500e+03
   5.7510000e-01   2.8260000e-01   2.4291060e+03   1.0434897e+03   2.1864000e+00   2.4291060e+03   1.0434897e+03   2.1864000e+00   2.1683750e+03
   4.0420000e-01   2.9890000e-01   2.4594746e+03   1.0766962e+03   2.1605000e+00   2.4594746e+03   1.0766962e+03   2.1605000e+00   2.1685000e+03
   3.2680000e-01   3.0180000e-01   2.4942231e+03   1.1110916e+03   2.1552000e+00   2.4942231e+03   1.1110916e+03   2.1552000e+00   2.1686250e+03
